NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,건물명,도로조건,계약면적(㎡),전체주소,주택매매가격(만원)
10124,부산광역시 수영구 망미동,426-1,426.0,1.0,국화,전세,59.24,202505,19,"10,000",0,1.0,1979.0,과정로15번길 7,202507~202707,신규,-,,,아파트,,,,부산광역시 수영구 망미동 과정로15번길 7,15300.0
10139,부산광역시 수영구 민락동,784,784.0,0.0,테넌바움294,전세,84.6239,202505,19,"60,000",0,29.0,2023.0,광안해변로 323,202506~202706,신규,-,,,아파트,,,,부산광역시 수영구 민락동 광안해변로 323,149000.0
10159,부산광역시 연제구 연산동,1123-5,1123.0,5.0,삼원,전세,81.18,202505,19,"17,000",0,3.0,1984.0,중앙대로1133번길 20,202506~202706,신규,-,,,아파트,,,,부산광역시 연제구 연산동 중앙대로1133번길 20,23300.0
10167,부산광역시 사상구 학장동,167-3,167.0,3.0,학장대림,전세,75.61,202505,19,"11,000",0,1.0,1991.0,학감대로49번길 62,202506~202706,신규,-,,,아파트,,,,부산광역시 사상구 학장동 학감대로49번길 62,12800.0
10168,부산광역시 수영구 광안동,98-7,98.0,7.0,일성킹스턴파크,전세,32.82,202505,19,"10,000",0,9.0,2012.0,무학로9번길 59,202506~202706,신규,-,,,아파트,,,,부산광역시 수영구 광안동 무학로9번길 59,
10178,부산광역시 해운대구 송정동,439-1,439.0,1.0,동서하이빌아파트,전세,69.69,202505,19,"14,000",0,10.0,2000.0,송정광어골로82번길 87,202506~202706,신규,-,,,아파트,,,,부산광역시 해운대구 송정동 송정광어골로82번길 87,
10180,부산광역시 금정구 장전동,646-18,646.0,18.0,산수유,전세,84.87,202505,19,"18,000",0,15.0,2004.0,식물원로 3,202507~202707,신규,-,,,아파트,,,,부산광역시 금정구 장전동 식물원로 3,23500.0
10182,부산광역시 사하구 감천동,648,648.0,0.0,동일,전세,50.7,202505,19,"7,500",0,4.0,1987.0,감천로 53,202506~202706,신규,-,,,아파트,,,,부산광역시 사하구 감천동 감천로 53,8000.0
10183,부산광역시 사하구 당리동,345-12,345.0,12.0,대동아람아파트,전세,50.84,202505,19,"6,500",0,3.0,1981.0,승학로 115,202507~202707,신규,-,,,아파트,,,,부산광역시 사하구 당리동 승학로 115,8000.0
10207,부산광역시 사하구 하단동,717-1,717.0,1.0,하단청구,전세,84.6,202505,18,"23,000",0,15.0,1999.0,낙동대로520번길 14,202506~202706,신규,-,,,아파트,,,,부산광역시 사하구 하단동 낙동대로520번길 14,20000.0
10209,부산광역시 금정구 구서동,203-24,203.0,24.0,태성캐슬,전세,79.7,202505,18,"23,000",0,5.0,2018.0,중앙대로1901번길 53,202507~202707,신규,-,,,아파트,,,,부산광역시 금정구 구서동 중앙대로1901번길 53,26500.0
10264,부산광역시 사상구 괘법동,524-23,524.0,23.0,파밀리아괘법4차,전세,68.1425,202505,17,"16,500",0,4.0,2016.0,광장로37번길 72,202505~202705,신규,-,,,아파트,,,,부산광역시 사상구 괘법동 광장로37번길 72,22300.0
10296,부산광역시 남구 우암동,120-100,120.0,100.0,일신보라,전세,59.96,202505,17,"15,000",0,15.0,1998.0,유엔로 15,202507~202707,신규,-,,,아파트,,,,부산광역시 남구 우암동 유엔로 15,23000.0
10299,부산광역시 해운대구 우동,918-3,918.0,3.0,해운대협성엠파이어,전세,62.2985,202505,17,"15,000",0,1.0,2011.0,우동1로85번길 57,202510~202710,신규,-,,,아파트,,,,부산광역시 해운대구 우동 우동1로85번길 57,36800.0
10321,부산광역시 동래구 온천동,188-2,188.0,2.0,온천동한진스카이뷰,전세,77.3694,202505,17,"23,000",0,10.0,2019.0,금강로106번길 26,202506~202706,신규,-,,,아파트,,,,부산광역시 동래구 온천동 금강로106번길 26,31000.0
10363,부산광역시 사하구 구평동,17,17.0,0.0,구평1차자유,전세,59.97,202505,17,"9,500",0,14.0,1999.0,을숙도대로709번길 31,202506~202706,신규,-,,,아파트,,,,부산광역시 사하구 구평동 을숙도대로709번길 31,14700.0
10369,부산광역시 금정구 구서동,166-1,166.0,1.0,부영벽산,전세,83.14,202505,17,"20,000",0,9.0,1993.0,중앙대로1929번길 48,202505~202705,신규,-,,,아파트,,,,부산광역시 금정구 구서동 중앙대로1929번길 48,24300.0
10422,부산광역시 동구 범일동,825-7,825.0,7.0,두산위브포세이돈2,전세,127.29,202505,16,"38,000",0,21.0,2006.0,자성로116번길 2,202507~202707,신규,-,,,아파트,,,,부산광역시 동구 범일동 자성로116번길 2,65500.0
10441,부산광역시 부산진구 가야동,648,648.0,0.0,한일하나로,전세,51.96,202505,16,"9,000",0,5.0,1987.0,가야공원로38번길 81,202506~202706,신규,-,,,아파트,,,,부산광역시 부산진구 가야동 가야공원로38번길 81,23500.0
10446,부산광역시 서구 서대신동3가,360-5,360.0,5.0,한우리타워4차,전세,69.29,202505,16,"20,000",0,4.0,2017.0,대영로45번길 72,202507~202707,신규,-,,,아파트,,,,부산광역시 서구 서대신동3가 대영로45번길 72,38000.0
10456,부산광역시 북구 금곡동,1918,1918.0,0.0,신화명리버뷰자이,전세,84.99,202505,16,"29,000",0,4.0,2015.0,금곡대로470번길 29,202508~202708,신규,-,,,아파트,,,,부산광역시 북구 금곡동 금곡대로470번길 29,38500.0
10488,부산광역시 동래구 온천동,1412-1,1412.0,1.0,반도보라스카이뷰,전세,84.8813,202505,16,"30,000",0,6.0,2006.0,아시아드대로 234,202507~202801,신규,-,,,아파트,,,,부산광역시 동래구 온천동 아시아드대로 234,6500.0
10518,부산광역시 수영구 광안동,545-22,545.0,22.0,광안리치빌B,전세,84.93,202505,16,"18,000",0,3.0,2003.0,장대골로57번가길 12,202203~202603,신규,-,,,아파트,,,,부산광역시 수영구 광안동 장대골로57번가길 12,
10519,부산광역시 수영구 광안동,93-3,93.0,3.0,광안화목,전세,62.81,202505,16,"14,000",0,1.0,1982.0,무학로49번길 62,202505~202705,신규,-,,,아파트,,,,부산광역시 수영구 광안동 무학로49번길 62,
10522,부산광역시 사상구 삼락동,418-8,418.0,8.0,동양한신,전세,59.99,202505,16,"13,500",0,20.0,1995.0,운산로 25,202505~202705,신규,-,,,아파트,,,,부산광역시 사상구 삼락동 운산로 25,18000.0
10550,부산광역시 금정구 구서동,420-14,420.0,14.0,대림포레,전세,47.42,202505,16,"13,000",0,13.0,2013.0,중앙대로1793번길 10,202506~202706,신규,-,,,아파트,,,,부산광역시 금정구 구서동 중앙대로1793번길 10,
10617,부산광역시 해운대구 우동,1410,1410.0,0.0,대우트럼프월드마린,전세,187.88,202505,15,"95,000",0,21.0,2007.0,마린시티2로 47,202507~202707,신규,-,,,아파트,,,,부산광역시 해운대구 우동 마린시티2로 47,231500.0
10621,부산광역시 북구 화명동,2274-4,2274.0,4.0,엘가,전세,30.954,202505,15,"10,000",0,11.0,2014.0,금곡대로285번길 94,202508~202708,신규,-,,,아파트,,,,부산광역시 북구 화명동 금곡대로285번길 94,10000.0
10625,부산광역시 동래구 수안동,32-3,32.0,3.0,조성하이츠,전세,59.8,202505,15,"17,000",0,16.0,1998.0,온천천로 273,202506~202706,신규,-,,,아파트,,,,부산광역시 동래구 수안동 온천천로 273,28500.0
10634,부산광역시 동구 좌천동,1176,1176.0,0.0,부산항일동미라주더오션(1지구),전세,84.877,202505,15,"35,000",0,9.0,2021.0,자성로 6,202507~202707,신규,-,,,아파트,,,,부산광역시 동구 좌천동 자성로 6,45300.0
10668,부산광역시 부산진구 부전동,450,450.0,0.0,네오스포,전세,71.028,202505,15,"9,000",0,19.0,1999.0,신천대로 122,202507~202707,신규,-,,,아파트,,,,부산광역시 부산진구 부전동 신천대로 122,34100.0
10678,부산광역시 사상구 괘법동,523-19,523.0,19.0,그랑드원,전세,43.87,202505,15,"8,000",0,7.0,2013.0,사상로243번길 18,202506~202706,신규,-,,,아파트,,,,부산광역시 사상구 괘법동 사상로243번길 18,
10681,부산광역시 수영구 광안동,191-6,191.0,6.0,류빈비치빌,전세,84.89,202505,15,"13,000",0,11.0,2003.0,광남로 150,202506~202706,신규,-,,,아파트,,,,부산광역시 수영구 광안동 광남로 150,
10744,부산광역시 사상구 주례동,3-32,3.0,32.0,주례한효,전세,84.99,202505,14,"15,800",0,21.0,1996.0,백양대로342번길 50,202506~202706,신규,-,,,아파트,,,,부산광역시 사상구 주례동 백양대로342번길 50,12200.0
10747,부산광역시 연제구 연산동,1495-13,1495.0,13.0,동근빌라,전세,57.18,202505,14,"12,000",0,5.0,2002.0,월드컵대로153번길 98,202507~202707,신규,-,,,아파트,,,,부산광역시 연제구 연산동 월드컵대로153번길 98,
10790,부산광역시 북구 구포동,741-3,741.0,3.0,대진,전세,51.7,202505,14,"8,000",0,3.0,1981.0,백양대로1124번길 70,202506~202706,신규,-,,,아파트,,,,부산광역시 북구 구포동 백양대로1124번길 70,10700.0
10836,부산광역시 금정구 장전동,581,581.0,0.0,장전경보,전세,59.845,202505,14,"17,000",0,22.0,1997.0,식물원로75번길 33,202507~202707,신규,-,,,아파트,,,,부산광역시 금정구 장전동 식물원로75번길 33,22000.0
10864,부산광역시 영도구 동삼동,680-12,680.0,12.0,에덴금호,전세,59.22,202505,13,"9,000",0,25.0,1995.0,태종로 702,202506~202706,신규,-,,,아파트,,,,부산광역시 영도구 동삼동 태종로 702,16500.0
10874,부산광역시 부산진구 범천동,1298-97,1298.0,97.0,린다비스타,전세,30.1027,202505,13,"8,000",0,10.0,2016.0,신암로5번길 12,202506~202706,신규,-,,,아파트,,,,부산광역시 부산진구 범천동 신암로5번길 12,17600.0
10886,부산광역시 동래구 온천동,1457-1,1457.0,1.0,동래대우,전세,84.9673,202505,13,"30,000",0,8.0,2002.0,충렬대로140번길 41,202507~202707,신규,-,,,아파트,,,,부산광역시 동래구 온천동 충렬대로140번길 41,37500.0
10936,부산광역시 수영구 광안동,490-9,490.0,9.0,대로베스타빌,전세,79.765,202505,13,"17,000",0,4.0,2003.0,광일로 8-8,202506~202706,신규,-,,,아파트,,,,부산광역시 수영구 광안동 광일로 8-8,21300.0
10993,부산광역시 사하구 괴정동,306-1,306.0,1.0,그린시티,전세,62.6464,202505,12,"21,000",0,7.0,2017.0,사리로 28,202506~202706,신규,-,,,아파트,,,,부산광역시 사하구 괴정동 사리로 28,28500.0
11008,부산광역시 해운대구 중동,1507-4,1507.0,4.0,경동메르빌골드,전세,161.7469,202505,12,"38,000",0,5.0,2007.0,달맞이길65번길 89,202505~202705,신규,-,,,아파트,,,,부산광역시 해운대구 중동 달맞이길65번길 89,71000.0
11043,부산광역시 북구 화명동,1258-1,1258.0,1.0,화명그린파크맨션,전세,45.46,202505,12,"7,000",0,5.0,1988.0,금곡대로 280-9,202505~202705,신규,-,,,아파트,,,,부산광역시 북구 화명동 금곡대로 280-9,18000.0
11058,부산광역시 중구 보수동3가,27-6,27.0,6.0,보수에코팰리스,전세,49.203,202505,12,"17,800",0,18.0,2020.0,흑교로71번길 24,202505~202705,신규,-,,,아파트,,,,부산광역시 중구 보수동3가 흑교로71번길 24,23500.0
11061,부산광역시 부산진구 전포동,191-464,191.0,464.0,협성그린피아,전세,65.87,202505,12,"8,000",0,6.0,1993.0,진남로356번길 51,202505~202705,신규,-,,,아파트,,,,부산광역시 부산진구 전포동 진남로356번길 51,
11114,부산광역시 수영구 민락동,184-2,184.0,2.0,광안리슈빌DS,전세,76.0609,202505,12,"38,000",0,17.0,2021.0,광남로 166,202507~202707,신규,-,,,아파트,,,,부산광역시 수영구 민락동 광남로 166,55800.0
11142,부산광역시 북구 덕천동,132-65,132.0,65.0,롯데,전세,59.9645,202505,11,"14,000",0,12.0,2004.0,함박봉로 26,202506~202706,신규,-,,,아파트,,,,부산광역시 북구 덕천동 함박봉로 26,18800.0
11147,부산광역시 남구 대연동,1918,1918.0,0.0,정성재아파트,전세,58.63,202505,11,"23,500",0,4.0,2019.0,유엔로 211,202507~202707,신규,-,,,아파트,,,,부산광역시 남구 대연동 유엔로 211,27800.0
11160,부산광역시 부산진구 양정동,7-9,7.0,9.0,아세만화니트,전세,84.83,202505,11,"20,000",0,14.0,2003.0,연수로 62,202505~202705,신규,-,,,아파트,,,,부산광역시 부산진구 양정동 연수로 62,26000.0
11179,부산광역시 부산진구 초읍동,402-10,402.0,10.0,창신그린힐,전세,84.72,202505,10,"13,000",0,4.0,2000.0,성지로114번길 59,202505~202705,신규,-,,,아파트,,,,부산광역시 부산진구 초읍동 성지로114번길 59,18300.0
11181,부산광역시 부산진구 가야동,50-1,50.0,1.0,유림,전세,59.92,202505,10,"14,500",0,1.0,1996.0,가야대로679번길 155,202506~202706,신규,-,,,아파트,,,,부산광역시 부산진구 가야동 가야대로679번길 155,28500.0
11236,부산광역시 북구 만덕동,953,953.0,0.0,쌍용스윗닷홈,전세,99.1933,202505,10,"24,000",0,5.0,2005.0,만덕3로 49,202505~202705,신규,-,,,아파트,,,,부산광역시 북구 만덕동 만덕3로 49,22300.0
11242,부산광역시 동래구 사직동,141-10,141.0,10.0,백산2,전세,46.17,202505,10,"15,000",0,2.0,1986.0,여고로127번길 65,202506~202706,신규,-,,,아파트,,,,부산광역시 동래구 사직동 여고로127번길 65,34500.0
11243,부산광역시 남구 문현동,264-1,264.0,1.0,대림,전세,69.68,202505,10,"13,000",0,1.0,1983.0,수영로 87,202505~202705,신규,-,,,아파트,,,,부산광역시 남구 문현동 수영로 87,
11252,부산광역시 수영구 광안동,502-2,502.0,2.0,광안봉황맨션,전세,84.91,202505,10,"15,500",0,3.0,1983.0,광일로46번길 8,202506~202706,신규,-,,,아파트,,,,부산광역시 수영구 광안동 광일로46번길 8,
11285,부산광역시 연제구 연산동,2322,2322.0,0.0,브라운스톤연제1단지,전세,84.9558,202505,10,"33,000",0,8.0,2016.0,연제로8번길 29,202506~202706,신규,-,,,아파트,,,,부산광역시 연제구 연산동 연제로8번길 29,52500.0
11286,부산광역시 연제구 연산동,1873-70,1873.0,70.0,국제,전세,61.5,202505,10,"10,000",0,4.0,1984.0,연수로 184,202506~202706,신규,-,,,아파트,,,,부산광역시 연제구 연산동 연수로 184,11000.0
11292,부산광역시 금정구 구서동,164-10,164.0,10.0,광이드림타워,전세,84.87,202505,10,"18,900",0,11.0,2003.0,두실로15번길 45,202505~202705,신규,-,,,아파트,,,,부산광역시 금정구 구서동 두실로15번길 45,25000.0
11296,부산광역시 사하구 신평동,400,400.0,0.0,현대,전세,81.78,202505,10,"17,000",0,4.0,1994.0,하신중앙로 170,202506~202706,신규,-,,,아파트,,,,부산광역시 사하구 신평동 하신중앙로 170,21000.0
11305,부산광역시 사하구 신평동,206-1,206.0,1.0,신평럭키무지개타운,전세,55.65,202505,10,"9,000",0,6.0,1990.0,신산북로43번길 43,202509~202709,신규,-,,,아파트,,,,부산광역시 사하구 신평동 신산북로43번길 43,22600.0
11314,부산광역시 금정구 부곡동,64-28,64.0,28.0,위클라우드16차,전세,56.478,202505,10,"16,600",0,9.0,2018.0,중앙대로1763번길 36-10,202507~202707,신규,-,,,아파트,,,,부산광역시 금정구 부곡동 중앙대로1763번길 36-10,22000.0
11333,부산광역시 사하구 당리동,325-19,325.0,19.0,휴누리,전세,14.29,202505,9,"4,800",0,2.0,2017.0,제석로18번길 61,202505~202705,신규,-,,,아파트,,,,부산광역시 사하구 당리동 제석로18번길 61,6500.0
11335,부산광역시 금정구 청룡동,87-2,87.0,2.0,범양빌라,전세,69.03,202505,9,"12,000",0,3.0,1985.0,중앙대로 2128-12,202506~202706,신규,-,,,아파트,,,,부산광역시 금정구 청룡동 중앙대로 2128-12,20800.0
11353,부산광역시 남구 대연동,323-6,323.0,6.0,대연동원,전세,84.9777,202505,9,"28,000",0,11.0,2002.0,수영로267번길 20,202506~202706,신규,-,,,아파트,,,,부산광역시 남구 대연동 수영로267번길 20,42700.0
11358,부산광역시 남구 대연동,1203-47,1203.0,47.0,현대(1203-47),전세,114.666,202505,9,"31,000",0,12.0,1997.0,천제등로28번길 50,202506~202706,신규,-,,,아파트,,,,부산광역시 남구 대연동 천제등로28번길 50,41000.0
11363,부산광역시 북구 화명동,892,892.0,0.0,프라임시티,전세,49.41,202505,9,"14,300",0,3.0,2015.0,금곡대로200번길 31,202506~202706,신규,-,,,아파트,,,,부산광역시 북구 화명동 금곡대로200번길 31,13500.0
11368,부산광역시 동래구 사직동,590-3,590.0,3.0,사직2차삼정그린코아,전세,112.4493,202505,9,"35,000",0,14.0,2006.0,쇠미로81번길 22,202505~202705,신규,-,,,아파트,,,,부산광역시 동래구 사직동 쇠미로81번길 22,34500.0
11369,부산광역시 동래구 사직동,13-1,13.0,1.0,삼익,전세,61.98,202505,9,"10,000",0,8.0,1979.0,사직북로48번길 25,202505~202705,신규,-,,,아파트,,,,부산광역시 동래구 사직동 사직북로48번길 25,38000.0
11375,부산광역시 동래구 온천동,1350,1350.0,0.0,한사랑,전세,84.36,202505,9,"16,990",0,2.0,1993.0,아시아드대로255번가길 8-9,202505~202705,신규,-,,,아파트,,,,부산광역시 동래구 온천동 아시아드대로255번가길 8-9,28500.0
11377,부산광역시 동래구 온천동,1834,1834.0,0.0,동래지웰,전세,59.9664,202505,9,"23,000",0,14.0,2018.0,쇠미로 197,202507~202707,신규,-,,,아파트,,,,부산광역시 동래구 온천동 쇠미로 197,28500.0
11396,부산광역시 북구 덕천동,419-10,419.0,10.0,정광주택,전세,70.0,202505,9,"10,000",0,3.0,1983.0,의성로115번길 38,202505~202705,신규,-,,,아파트,,,,부산광역시 북구 덕천동 의성로115번길 38,
11397,부산광역시 해운대구 중동,1787,1787.0,0.0,해운대SKVIEW,전세,84.9757,202505,9,"34,000",0,13.0,2011.0,좌동순환로468번길 11,202508~202708,신규,-,,,아파트,,,,부산광역시 해운대구 중동 좌동순환로468번길 11,65500.0
11461,부산광역시 연제구 연산동,1359-7,1359.0,7.0,월성,전세,80.91,202505,9,"13,000",0,2.0,1984.0,중앙대로1043번길 11,202506~202706,신규,-,,,아파트,,,,부산광역시 연제구 연산동 중앙대로1043번길 11,
11470,부산광역시 사상구 주례동,122,122.0,0.0,조양,전세,68.4,202505,9,"10,000",0,4.0,1984.0,냉정로 56,202508~202708,신규,-,,,아파트,,,,부산광역시 사상구 주례동 냉정로 56,16000.0
11477,부산광역시 수영구 광안동,662-1,662.0,1.0,힐탑더블시티,전세,49.9637,202505,9,"15,800",0,13.0,2015.0,수영로 641,202506~202706,신규,-,,,아파트,,,,부산광역시 수영구 광안동 수영로 641,17700.0
11494,부산광역시 연제구 거제동,1503,1503.0,0.0,거제유림노르웨이숲,전세,84.8465,202505,8,"26,000",0,3.0,2007.0,거제대로136번길 30,202505~202705,신규,-,,,아파트,,,,부산광역시 연제구 거제동 거제대로136번길 30,37700.0
11499,부산광역시 수영구 망미동,208-1,208.0,1.0,동림,전세,49.26,202505,8,"9,000",0,4.0,1982.0,구락로 92,202505~202705,신규,-,,,아파트,,,,부산광역시 수영구 망미동 구락로 92,
11501,부산광역시 기장군 기장읍 청강리,291-7,291.0,7.0,대동레미안센트럴시티,전세,46.48,202505,8,"9,000",0,12.0,2016.0,기장대로 465-4,202505~202705,신규,-,,,아파트,,,,부산광역시 기장군 기장읍 청강리 기장대로 465-4,13000.0
11540,부산광역시 동래구 사직동,566-3,566.0,3.0,사직하늘채리센티아,전세,84.8978,202505,8,"45,000",0,14.0,2024.0,사직북로48번길 77,202506~202706,신규,-,,,아파트,,,,부산광역시 동래구 사직동 사직북로48번길 77,69000.0
11546,부산광역시 북구 금곡동,97-11,97.0,11.0,협진태양·조성아파트,전세,67.97,202505,8,"11,000",0,16.0,1994.0,효열로162번길 39,202506~202706,신규,-,,,아파트,,,,부산광역시 북구 금곡동 효열로162번길 39,15500.0
11566,부산광역시 사하구 하단동,522-6,522.0,6.0,더블루원허브,전세,49.549,202505,8,"14,700",0,12.0,2018.0,낙동남로1367번길 4,202506~202706,신규,-,,,아파트,,,,부산광역시 사하구 하단동 낙동남로1367번길 4,17500.0
11599,부산광역시 동구 초량동,1056-10,1056.0,10.0,오션스타,전세,71.49,202505,8,"15,000",0,11.0,2017.0,초량중로 25,202506~202706,신규,-,,,아파트,,,,부산광역시 동구 초량동 초량중로 25,24000.0
11601,부산광역시 부산진구 부전동,417-6,417.0,6.0,대동레미안더오션2,전세,31.02,202505,8,"11,000",0,10.0,2017.0,가야대로755번길 26,202505~202705,신규,-,,,아파트,,,,부산광역시 부산진구 부전동 가야대로755번길 26,21000.0
11608,부산광역시 부산진구 연지동,175-6,175.0,6.0,연지보해이브더파크,전세,50.0998,202505,8,"9,000",0,22.0,2020.0,동평로225번길 14,202506~202706,신규,-,,,아파트,,,,부산광역시 부산진구 연지동 동평로225번길 14,29000.0
11611,부산광역시 동래구 안락동,598,598.0,0.0,동부산아이존빌,전세,84.4145,202505,8,"25,000",0,12.0,2003.0,충렬대로428번길 49,202506~202706,신규,-,,,아파트,,,,부산광역시 동래구 안락동 충렬대로428번길 49,36500.0
11629,부산광역시 부산진구 가야동,361-85,361.0,85.0,가야삼정그린코아,전세,84.9,202505,8,"10,000",0,12.0,2000.0,엄광로238번길 5,202505~202705,신규,-,,,아파트,,,,부산광역시 부산진구 가야동 엄광로238번길 5,19000.0
11635,부산광역시 영도구 동삼동,1203,1203.0,0.0,오션라이프에일린의뜰2단지,전세,74.9696,202505,8,"28,000",0,3.0,2024.0,태종로 675,202505~202705,신규,-,,,아파트,,,,부산광역시 영도구 동삼동 태종로 675,48000.0
11637,부산광역시 동래구 명장동,290-2,290.0,2.0,삼보(290-2),전세,47.7,202505,8,"9,000",0,5.0,1986.0,시실로 202,202501~202701,신규,-,,,아파트,,,,부산광역시 동래구 명장동 시실로 202,14000.0
11640,부산광역시 부산진구 범천동,859-16,859.0,16.0,세운이노빌,전세,29.58,202505,7,"5,000",0,12.0,2003.0,황령대로 23,202505~202705,신규,-,,,아파트,,,,부산광역시 부산진구 범천동 황령대로 23,4800.0
11655,부산광역시 영도구 남항동1가,159,159.0,0.0,뉴스카이,전세,84.92,202505,7,"18,000",0,7.0,2013.0,남항로31번길 31,202506~202706,신규,-,,,아파트,,,,부산광역시 영도구 남항동1가 남항로31번길 31,23000.0
11671,부산광역시 부산진구 범천동,1000-24,1000.0,24.0,범내골역한라비발디STUDIO422,전세,23.8499,202505,7,"6,200",0,3.0,2013.0,범천로 22,202505~202705,신규,-,,,아파트,,,,부산광역시 부산진구 범천동 범천로 22,5600.0
11703,부산광역시 남구 용호동,776-3,776.0,3.0,벽산화이트타워,전세,84.92,202505,7,"15,000",0,8.0,1994.0,용호로269번길 90,202507~202707,신규,-,,,아파트,,,,부산광역시 남구 용호동 용호로269번길 90,16800.0
11708,부산광역시 해운대구 반여동,1477-1,1477.0,1.0,왕자,전세,65.16,202505,7,"6,000",0,1.0,1979.0,선수촌로 9,202506~202706,신규,-,,,아파트,,,,부산광역시 해운대구 반여동 선수촌로 9,44100.0
11709,부산광역시 북구 구포동,782-25,782.0,25.0,삼현,전세,73.8,202505,7,"6,500",0,4.0,1984.0,시랑로48번길 48,202505~202705,신규,-,,,아파트,,,,부산광역시 북구 구포동 시랑로48번길 48,
11710,부산광역시 북구 구포동,49,49.0,0.0,삼경장미,전세,84.98,202505,7,"9,500",0,18.0,1995.0,시랑로21번길 50,202506~202706,신규,-,,,아파트,,,,부산광역시 북구 구포동 시랑로21번길 50,13050.0
11719,부산광역시 해운대구 재송동,1026-1,1026.0,1.0,시영80년,전세,43.9,202505,7,"4,000",0,3.0,1981.0,재반로165번길 82,202506~202706,신규,-,,,아파트,,,,부산광역시 해운대구 재송동 재반로165번길 82,9000.0
11726,부산광역시 동래구 온천동,1448-3,1448.0,3.0,삼정그린빌라,전세,76.85,202505,7,"16,000",0,5.0,2001.0,충렬대로86번길 68,202506~202706,신규,-,,,아파트,,,,부산광역시 동래구 온천동 충렬대로86번길 68,
11744,부산광역시 수영구 광안동,536-133,536.0,133.0,부일그린빌,전세,74.665,202505,7,"21,000",0,3.0,2004.0,장대골로 48,202507~202707,신규,-,,,아파트,,,,부산광역시 수영구 광안동 장대골로 48,
11779,부산광역시 사하구 괴정동,398-23,398.0,23.0,신괴정화신아파트,전세,111.28,202505,7,"12,000",0,15.0,1990.0,오작로 68,202505~202705,신규,-,,,아파트,,,,부산광역시 사하구 괴정동 오작로 68,20200.0
11782,부산광역시 강서구 강동동,BL-19,19.0,0.0,이편한세상에코델타센터포인트,전세,84.9821,202505,7,"23,000",0,4.0,2025.0, ,202506~202706,신규,-,,,아파트,,,,부산광역시 강서구 강동동  ,
11789,부산광역시 금정구 장전동,613-14,613.0,14.0,용진마이스터,전세,78.17,202505,7,"23,000",0,4.0,2016.0,식물원로39번길 15,202506~202706,신규,-,,,아파트,,,,부산광역시 금정구 장전동 식물원로39번길 15,35300.0
11794,부산광역시 금정구 장전동,607-7,607.0,7.0,허브팰리스장전,전세,73.8558,202505,7,"26,000",0,2.0,2019.0,식물원로9번길 10,202506~202706,신규,-,,,아파트,,,,부산광역시 금정구 장전동 식물원로9번길 10,37000.0
11800,부산광역시 금정구 장전동,605-1,605.0,1.0,장전동SJ타워,전세,45.9185,202505,6,"14,000",0,9.0,2017.0,식물원로 25,202506~202706,신규,-,,,아파트,,,,부산광역시 금정구 장전동 식물원로 25,15500.0
11801,부산광역시 금정구 금사동,30-19,30.0,19.0,안성빌라(30-19),전세,74.88,202505,6,"8,500",0,2.0,1993.0,금사로107번길 16,202506~202706,신규,-,,,아파트,,,,부산광역시 금정구 금사동 금사로107번길 16,
11803,부산광역시 사하구 당리동,39-18,39.0,18.0,당리형제,전세,59.91,202505,6,"9,000",0,11.0,1998.0,제석로95번길 21,202506~202706,신규,-,,,아파트,,,,부산광역시 사하구 당리동 제석로95번길 21,8800.0
11827,부산광역시 동래구 명장동,145-7,145.0,7.0,창신,전세,70.47,202505,6,"12,000",0,2.0,1990.0,명장로64번길 6,202505~202705,신규,-,,,아파트,,,,부산광역시 동래구 명장동 명장로64번길 6,
11835,부산광역시 서구 서대신동3가,285,285.0,0.0,서대신부백자연애,전세,44.5948,202505,6,"14,000",0,4.0,2017.0,구덕로345번길 7,202505~202705,신규,-,,,아파트,,,,부산광역시 서구 서대신동3가 구덕로345번길 7,17500.0
11836,부산광역시 서구 아미동2가,261-126,261.0,126.0,아미맨션,전세,64.32,202505,6,"8,000",0,7.0,1995.0,까치고개로 102,202506~202706,신규,-,,,아파트,,,,부산광역시 서구 아미동2가 까치고개로 102,
11861,부산광역시 연제구 연산동,137,137.0,0.0,경남,전세,73.82,202505,5,"19,000",0,9.0,1994.0,고분로 260,202505~202705,신규,-,,,아파트,,,,부산광역시 연제구 연산동 고분로 260,24000.0
11862,부산광역시 연제구 연산동,1361-9,1361.0,9.0,시청역SKVIEW,전세,84.2077,202505,5,"31,000",0,11.0,2018.0,중앙대로1043번길 34,202505~202705,신규,-,,,아파트,,,,부산광역시 연제구 연산동 중앙대로1043번길 34,49800.0
11878,부산광역시 사하구 괴정동,547-1,547.0,1.0,신동양,전세,62.48,202505,5,"13,000",0,3.0,1980.0,낙동대로 265,202506~202706,신규,-,,,아파트,,,,부산광역시 사하구 괴정동 낙동대로 265,27800.0
11887,부산광역시 동구 범일동,62-720,62.0,720.0,한성기린,전세,84.21,202505,5,"17,800",0,28.0,1997.0,중앙대로 514,202507~202707,신규,-,,,아파트,,,,부산광역시 동구 범일동 중앙대로 514,25000.0
11889,부산광역시 부산진구 부암동,731,731.0,0.0,서면쌍용스윗닷홈파크,전세,102.43,202505,5,"26,000",0,25.0,2007.0,신천대로220번길 31,202505~202702,신규,-,,,아파트,,,,부산광역시 부산진구 부암동 신천대로220번길 31,36500.0
