NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,건물명,도로조건,계약면적(㎡),전체주소,주택매매가격(만원)
3268,부산광역시 해운대구 반여동,1291-295,1291.0,295.0,,전세,57.0,202505,9,"5,000",0,3.0,1992.0,재반로241번길 19,202505~202705,신규,-,,,연립다세대,(1291-295),,,부산광역시 해운대구 반여동 재반로241번길 19,8500.0
3270,부산광역시 사하구 괴정동,539-4,539.0,4.0,,전세,52.0,202505,9,"7,000",0,1.0,1980.0,사하로141번나길 89,202505~202705,신규,-,,,연립다세대,은화주택,,,부산광역시 사하구 괴정동 사하로141번나길 89,
3275,부산광역시 서구 암남동,279-10,279.0,10.0,,전세,63.39,202505,9,"9,100",0,1.0,2002.0,충무대로 43-1,202505~202705,신규,-,,,연립다세대,중외빌라,,,부산광역시 서구 암남동 충무대로 43-1,
3277,부산광역시 부산진구 양정동,142-9,142.0,9.0,,전세,29.78,202505,9,"7,400",0,4.0,2011.0,중앙대로970번가길 28,202505~202705,신규,-,,,연립다세대,편한세상빌,,,부산광역시 부산진구 양정동 중앙대로970번가길 28,
3284,부산광역시 남구 대연동,455-30,455.0,30.0,,전세,62.63,202505,9,"15,000",0,5.0,2012.0,황령대로492번길 74,202506~202706,신규,-,,,연립다세대,DiHouse,,,부산광역시 남구 대연동 황령대로492번길 74,22000.0
3286,부산광역시 연제구 거제동,1013-1,1013.0,1.0,,전세,48.98,202505,9,"7,700",0,3.0,1996.0,아시아드대로46번길 11-9,202505~202705,신규,-,,,연립다세대,눌원아트빌라(1013-1),,,부산광역시 연제구 거제동 아시아드대로46번길 11-9,
3287,부산광역시 남구 용호동,719-1,719.0,1.0,,전세,61.6,202505,9,"9,000",0,3.0,1999.0,용호로160번길 50,202505~202705,신규,-,,,연립다세대,현충빌라,,,부산광역시 남구 용호동 용호로160번길 50,
3293,부산광역시 남구 대연동,1070-7,1070.0,7.0,,전세,76.5,202505,8,"8,000",0,2.0,1997.0,석포로117번길 31,202506~202706,신규,-,,,연립다세대,우림그린(1070-7),,,부산광역시 남구 대연동 석포로117번길 31,
3301,부산광역시 금정구 남산동,117-6,117.0,6.0,,전세,75.475,202505,8,"14,700",0,2.0,2015.0,학산로 22,202506~202706,신규,-,,,연립다세대,아진펠리스,,,부산광역시 금정구 남산동 학산로 22,
3303,부산광역시 부산진구 전포동,27-131,27.0,131.0,,전세,43.81,202505,8,"4,500",0,1.0,2004.0,동성로112번가길 26-3,202505~202705,신규,-,,,연립다세대,대성아트빌,,,부산광역시 부산진구 전포동 동성로112번가길 26-3,
3312,부산광역시 연제구 거제동,566-3,566.0,3.0,,전세,22.265,202505,8,"9,000",0,5.0,2023.0,거제대로118번길 48,202505~202705,신규,-,,,연립다세대,메종시티뷰,,,부산광역시 연제구 거제동 거제대로118번길 48,13500.0
3317,부산광역시 수영구 민락동,18-20,18.0,20.0,,전세,81.99,202505,8,"18,000",0,2.0,2023.0,민락본동로19번길 12-8,202505~202704,신규,-,,,연립다세대,JJ파밀리아,,,부산광역시 수영구 민락동 민락본동로19번길 12-8,
3321,부산광역시 동구 초량동,103-9,103.0,9.0,,전세,27.26,202505,8,"9,000",0,6.0,2014.0,초량중로115번길 5-6,202505~202705,신규,-,,,연립다세대,METROPOLIS1,,,부산광역시 동구 초량동 초량중로115번길 5-6,
3327,부산광역시 수영구 광안동,169-44,169.0,44.0,,전세,29.1,202505,8,"10,500",0,5.0,2012.0,수영로540번길 20,202507~202707,신규,-,,,연립다세대,센텀비치빌,,,부산광역시 수영구 광안동 수영로540번길 20,
3330,부산광역시 수영구 광안동,537-17,537.0,17.0,,전세,57.88,202505,8,"8,500",0,1.0,1980.0,광일로55번길 51,202505~202705,신규,-,,,연립다세대,신광맨션(가동),,,부산광역시 수영구 광안동 광일로55번길 51,
3333,부산광역시 수영구 남천동,9-12,9.0,12.0,,전세,24.42,202505,7,"5,500",0,4.0,2011.0,광남로22번길 15-4,202505~202705,신규,-,,,연립다세대,W-HOUSEIII,,,부산광역시 수영구 남천동 광남로22번길 15-4,9300.0
3336,부산광역시 수영구 광안동,135-19,135.0,19.0,,전세,19.0815,202505,7,"10,000",0,2.0,2018.0,수영로600번길 50,202506~202706,신규,-,,,연립다세대,건왕제이파크6,,,부산광역시 수영구 광안동 수영로600번길 50,19000.0
3337,부산광역시 수영구 광안동,547-32,547.0,32.0,,전세,74.84,202505,7,"9,000",0,1.0,2002.0,장대골로57번길 21,202505~202705,신규,-,,,연립다세대,광안하이츠빌라,,,부산광역시 수영구 광안동 장대골로57번길 21,
3338,부산광역시 부산진구 당감동,778-37,778.0,37.0,,전세,84.925,202505,7,"9,690",0,3.0,1997.0,당감서로100번길 70,202505~202705,신규,-,,,연립다세대,신화아트,,,부산광역시 부산진구 당감동 당감서로100번길 70,12000.0
3345,부산광역시 수영구 민락동,157-8,157.0,8.0,,전세,19.12,202505,7,"10,000",0,4.0,2022.0,감포로18번길 18,202506~202706,신규,-,,,연립다세대,헤즈157,,,부산광역시 수영구 민락동 감포로18번길 18,14300.0
3350,부산광역시 해운대구 반송동,62-283,62.0,283.0,,전세,46.8,202505,7,"2,700",0,4.0,1997.0,윗반송로51번길 116-33,202505~202705,신규,-,,,연립다세대,건창빌라B2,,,부산광역시 해운대구 반송동 윗반송로51번길 116-33,
3353,부산광역시 부산진구 연지동,37-20,37.0,20.0,,전세,43.95,202505,7,"16,000",0,4.0,2021.0,성지로14번길 39,202505~202705,신규,-,,,연립다세대,라인빌,,,부산광역시 부산진구 연지동 성지로14번길 39,
3355,부산광역시 사하구 하단동,530-5,530.0,5.0,,전세,77.83,202505,7,"10,000",0,4.0,2002.0,낙동대로486번길 16,202505~202705,신규,-,,,연립다세대,서진빌라,,,부산광역시 사하구 하단동 낙동대로486번길 16,
3361,부산광역시 연제구 거제동,38-1,38.0,1.0,,전세,24.34,202505,7,"12,000",0,3.0,2024.0,거제대로230번길 30,202505~202705,신규,-,,,연립다세대,엘리시움,,,부산광역시 연제구 거제동 거제대로230번길 30,
3384,부산광역시 해운대구 우동,520-64,520.0,64.0,,전세,56.26,202505,6,"12,000",0,2.0,1979.0,우동1로38번길 16,202505~202705,신규,-,,,연립다세대,삼봉주택,,,부산광역시 해운대구 우동 우동1로38번길 16,
3420,부산광역시 북구 구포동,896-29,896.0,29.0,,전세,62.64,202505,3,"7,000",0,1.0,1996.0,백양대로1016번길 31,202506~202705,신규,-,,,연립다세대,구남빌라,,,부산광역시 북구 구포동 백양대로1016번길 31,
3421,부산광역시 사하구 다대동,959,959.0,0.0,,전세,77.82,202505,3,"13,000",0,3.0,1990.0,윤공단로 25,202505~202705,신규,-,,,연립다세대,다대남도빌라,,,부산광역시 사하구 다대동 윤공단로 25,18000.0
3422,부산광역시 연제구 연산동,365-17,365.0,17.0,,전세,46.72,202505,3,"6,000",0,2.0,1980.0,안연로23번길 55,202506~202706,신규,-,,,연립다세대,한림(365-17),,,부산광역시 연제구 연산동 안연로23번길 55,
3428,부산광역시 사하구 하단동,610-8,610.0,8.0,,전세,44.53,202505,3,"14,000",0,4.0,2017.0,동매로 76-1,202506~202706,신규,-,,,연립다세대,아이빌,,,부산광역시 사하구 하단동 동매로 76-1,
3438,부산광역시 해운대구 송정동,156-3,156.0,3.0,,전세,70.88,202505,3,"12,000",0,4.0,2003.0,송정1로7번길 12,202506~202706,신규,-,,,연립다세대,성림빌라,,,부산광역시 해운대구 송정동 송정1로7번길 12,16800.0
3445,부산광역시 북구 덕천동,300-2,300.0,2.0,,전세,67.74,202505,2,"7,800",0,1.0,1995.0,의성로 41-4,202505~202705,신규,-,,,연립다세대,이화골드빌라A,,,부산광역시 북구 덕천동 의성로 41-4,9800.0
3446,부산광역시 동래구 사직동,72-45,72.0,45.0,,전세,14.71,202505,2,"5,000",0,3.0,2011.0,아시아드대로171번길 36,202506~202706,신규,-,,,연립다세대,지드하우스36,,,부산광역시 동래구 사직동 아시아드대로171번길 36,12000.0
3448,부산광역시 북구 덕천동,331-7,331.0,7.0,,전세,27.0,202505,2,"2,800",0,4.0,2010.0,금곡대로25번길 14,202505~202605,신규,-,,,연립다세대,코리안오피스텔,,,부산광역시 북구 덕천동 금곡대로25번길 14,
3459,부산광역시 남구 문현동,382-3,382.0,3.0,,전세,45.87,202505,2,"6,000",0,3.0,1992.0,전포대로 118-2,201506~202512,신규,-,,,연립다세대,명화빌라,,,부산광역시 남구 문현동 전포대로 118-2,
3460,부산광역시 서구 서대신동3가,360-9,360.0,9.0,,전세,79.3,202505,2,"15,000",0,2.0,2003.0,구덕로327번길 20,202505~202705,신규,-,,,연립다세대,건한빌라,,,부산광역시 서구 서대신동3가 구덕로327번길 20,
3469,부산광역시 북구 구포동,1184-13,1184.0,13.0,,전세,73.41,202505,2,"9,000",0,3.0,2001.0,낙동대로1570번가길 13,202505~202705,신규,-,,,연립다세대,동양빌라,,,부산광역시 북구 구포동 낙동대로1570번가길 13,
3477,부산광역시 사하구 하단동,492-27,492.0,27.0,,전세,46.41,202505,2,"6,000",0,3.0,1981.0,낙동대로536번길 9-9,202506~202706,신규,-,,,연립다세대,영진주택(492-27),,,부산광역시 사하구 하단동 낙동대로536번길 9-9,
3487,부산광역시 수영구 광안동,516-5,516.0,5.0,,전세,69.8525,202505,1,"15,000",0,2.0,2017.0,광서로 63-1,202506~202706,신규,-,,,연립다세대,(516-5),,,부산광역시 수영구 광안동 광서로 63-1,20000.0
3488,부산광역시 수영구 광안동,545-7,545.0,7.0,,전세,63.975,202505,1,"12,000",0,3.0,2002.0,장대골로 57,202505~202705,신규,-,,,연립다세대,명화하이츠빌라(545-7),,,부산광역시 수영구 광안동 장대골로 57,34500.0
3499,부산광역시 부산진구 개금동,616-7,616.0,7.0,,전세,24.81,202505,1,"7,000",0,5.0,2022.0,냉정로178번길 30-4,202505~202704,신규,-,,,연립다세대,라인힐스,,,부산광역시 부산진구 개금동 냉정로178번길 30-4,
3503,부산광역시 동래구 명장동,24-26,24.0,26.0,,전세,73.62,202505,1,"17,000",0,5.0,2012.0,충렬사로 78,202507~202707,신규,-,,,연립다세대,명장아리움B동,,,부산광역시 동래구 명장동 충렬사로 78,
3506,부산광역시 해운대구 중동,1504-14,1504.0,14.0,,전세,84.88,202505,1,"14,900",0,4.0,1998.0,달맞이길117번가길 69,202506~202705,신규,-,,,연립다세대,해동에이스빌라,,,부산광역시 해운대구 중동 달맞이길117번가길 69,
3512,부산광역시 사하구 다대동,930,930.0,0.0,,전세,42.75,202505,1,"4,500",0,3.0,1991.0,윤공단로 103,202505~202705,신규,-,,,연립다세대,대건,,,부산광역시 사하구 다대동 윤공단로 103,9500.0
3514,부산광역시 서구 충무동2가,1-21,1.0,21.0,,전세,22.21,202505,1,"5,000",0,6.0,2019.0,구덕로119번길 16,202506~202706,신규,-,,,연립다세대,프라임빌2차,,,부산광역시 서구 충무동2가 구덕로119번길 16,
3523,부산광역시 사하구 하단동,625-2,625.0,2.0,,전세,32.26,202505,1,"10,000",0,4.0,2016.0,괴정로57번길 50,202507~202707,신규,-,,,연립다세대,에코빌리지,,,부산광역시 사하구 하단동 괴정로57번길 50,
3526,부산광역시 사하구 괴정동,194-6,194.0,6.0,,전세,46.08,202505,1,"4,500",0,1.0,1977.0,대티로41번길 38,202505~202705,신규,-,,,연립다세대,양지주택,,,부산광역시 사하구 괴정동 대티로41번길 38,
3536,부산광역시 연제구 연산동,615-14,615.0,14.0,,전세,24.23,202505,1,"11,000",0,4.0,2018.0,쌍미천로161번길 14,202505~202704,신규,-,,,연립다세대,보람팰리스,,,부산광역시 연제구 연산동 쌍미천로161번길 14,
3541,부산광역시 사하구 괴정동,457-11,457.0,11.0,,전세,60.89,202504,30,"7,300",0,4.0,1996.0,오작로8번길 65,202505~202705,신규,-,,,연립다세대,동민월드빌라,,,부산광역시 사하구 괴정동 오작로8번길 65,
3545,부산광역시 남구 용호동,536-26,536.0,26.0,,전세,65.09,202504,30,"1,000",0,1.0,2018.0,용호로232번길 71,202505~202705,신규,-,,,연립다세대,엘마르빌,,,부산광역시 남구 용호동 용호로232번길 71,15500.0
3547,부산광역시 동구 수정동,1043-48,1043.0,48.0,,전세,53.9,202504,30,"8,000",0,4.0,2002.0,홍곡남로 8-3,202505~202705,신규,-,,,연립다세대,성인아트빌라,,,부산광역시 동구 수정동 홍곡남로 8-3,
3551,부산광역시 남구 문현동,545-190,545.0,190.0,,전세,57.876,202504,30,"9,000",0,1.0,2002.0,황령대로90번나길 6,202505~202705,신규,-,,,연립다세대,오성(A),,,부산광역시 남구 문현동 황령대로90번나길 6,
3552,부산광역시 남구 문현동,223-157,223.0,157.0,,전세,53.46,202504,30,"6,700",0,1.0,1979.0,수영로69번가길 54,202505~202705,신규,-,,,연립다세대,대성,,,부산광역시 남구 문현동 수영로69번가길 54,
3563,부산광역시 북구 구포동,1202-1,1202.0,1.0,,전세,44.1,202504,30,"6,000",0,4.0,2014.0,팽나무로56번길 15-1,202506~202706,신규,-,,,연립다세대,(1202-1),,,부산광역시 북구 구포동 팽나무로56번길 15-1,
3564,부산광역시 해운대구 중동,1486-4,1486.0,4.0,,전세,74.915,202504,30,"11,000",0,1.0,1992.0,달맞이길117번다길 154,202505~202705,신규,-,,,연립다세대,스카이가든,,,부산광역시 해운대구 중동 달맞이길117번다길 154,
3566,부산광역시 수영구 수영동,497-1,497.0,1.0,,전세,46.64,202504,30,"7,700",0,1.0,1984.0,수미로86번길 9,202505~202705,신규,-,,,연립다세대,망미빌라,,,부산광역시 수영구 수영동 수미로86번길 9,34000.0
3568,부산광역시 부산진구 전포동,33-370,33.0,370.0,,전세,53.1,202504,30,"8,000",0,1.0,1983.0,전포대로276번길 50,202505~202705,신규,-,,,연립다세대,대명맨션(가동),,,부산광역시 부산진구 전포동 전포대로276번길 50,
3588,부산광역시 북구 구포동,1228-23,1228.0,23.0,,전세,75.96,202504,29,"6,500",0,3.0,1996.0,시랑로101번길 34,202505~202705,신규,-,,,연립다세대,삼동빌라(1228-23),,,부산광역시 북구 구포동 시랑로101번길 34,
3590,부산광역시 동래구 사직동,350-11,350.0,11.0,,전세,66.12,202504,29,"12,000",0,2.0,1983.0,아시아드대로184번길 48,202505~202705,신규,-,,,연립다세대,청송맨션A동,,,부산광역시 동래구 사직동 아시아드대로184번길 48,36000.0
3592,부산광역시 해운대구 반여동,1611-7,1611.0,7.0,,전세,48.94,202504,29,"2,700",0,3.0,1995.0,재반로241번길 16-69,202504~202704,신규,-,,,연립다세대,(1611-7),,,부산광역시 해운대구 반여동 재반로241번길 16-69,
3593,부산광역시 남구 대연동,1472-9,1472.0,9.0,,전세,57.945,202504,29,"17,000",0,2.0,2016.0,못골번영로46번길 37,202506~202706,신규,-,,,연립다세대,대연스카이빌,,,부산광역시 남구 대연동 못골번영로46번길 37,
3606,부산광역시 연제구 연산동,686-2,686.0,2.0,,전세,29.605,202504,28,"10,000",0,6.0,2016.0,대리로6번길 34,202506~202706,신규,-,,,연립다세대,한울어진,,,부산광역시 연제구 연산동 대리로6번길 34,
3607,부산광역시 북구 금곡동,228,228.0,0.0,,전세,76.68,202504,28,"7,500",0,1.0,1997.0,효열로219번길 22-1,202506~202706,신규,-,,,연립다세대,우방하이츠빌라가나동,,,부산광역시 북구 금곡동 효열로219번길 22-1,
3614,부산광역시 동래구 수안동,39-47,39.0,47.0,,전세,56.2,202504,28,"9,000",0,1.0,1980.0,온천천로319번길 9,202505~202705,신규,-,,,연립다세대,삼보,,,부산광역시 동래구 수안동 온천천로319번길 9,
3616,부산광역시 수영구 민락동,710-8,710.0,8.0,,전세,52.065,202504,28,"8,000",0,3.0,1999.0,광남로172번길 34-1,202505~202705,신규,-,,,연립다세대,동경빌라,,,부산광역시 수영구 민락동 광남로172번길 34-1,
3618,부산광역시 사하구 괴정동,555-35,555.0,35.0,,전세,17.29,202504,28,"4,000",0,2.0,2013.0,사하로141번길 140,202506~202706,신규,-,,,연립다세대,금영빌,,,부산광역시 사하구 괴정동 사하로141번길 140,10000.0
3623,부산광역시 해운대구 반여동,1291-1264,1291.0,1264.0,,전세,37.825,202504,28,"2,300",0,1.0,1994.0,재반로212번길 13-29,202504~202704,신규,-,,,연립다세대,태양주택,,,부산광역시 해운대구 반여동 재반로212번길 13-29,
3625,부산광역시 금정구 장전동,103-3,103.0,3.0,,전세,74.68,202504,28,"15,000",0,3.0,2002.0,수림로66번길 33,202505~202705,신규,-,,,연립다세대,행복빌라,,,부산광역시 금정구 장전동 수림로66번길 33,
3634,부산광역시 연제구 연산동,1514-4,1514.0,4.0,,전세,32.17,202504,28,"8,000",0,5.0,2014.0,진연로 30-15,202505~202705,신규,-,,,연립다세대,시티빌,,,부산광역시 연제구 연산동 진연로 30-15,
3646,부산광역시 수영구 광안동,176-1,176.0,1.0,,전세,18.35,202504,27,"8,550",0,2.0,2016.0,수영로528번길 22,202507~202707,신규,-,,,연립다세대,상상가샵1,,,부산광역시 수영구 광안동 수영로528번길 22,15500.0
3656,부산광역시 동래구 온천동,1461-7,1461.0,7.0,,전세,83.94,202504,27,"10,000",0,2.0,2002.0,미남로102번길 32,202505~202705,신규,-,,,연립다세대,온천한세파크빌A동,,,부산광역시 동래구 온천동 미남로102번길 32,
3664,부산광역시 중구 영주동,635-3,635.0,3.0,,전세,32.72,202504,27,"8,000",0,5.0,2013.0,중구로188번길 21-1,202504~202712,신규,-,,,연립다세대,라온에코블루,,,부산광역시 중구 영주동 중구로188번길 21-1,
3681,부산광역시 해운대구 반여동,1291-327,1291.0,327.0,,전세,38.29,202504,26,"3,000",0,2.0,1994.0,재반로225번길 22-10,202505~202705,신규,-,,,연립다세대,(1291-327),,,부산광역시 해운대구 반여동 재반로225번길 22-10,
3690,부산광역시 동구 초량동,793-115,793.0,115.0,,전세,84.72,202504,26,"13,000",0,2.0,2007.0,망양로596번길 10,202505~202705,신규,-,,,연립다세대,세일리치빌,,,부산광역시 동구 초량동 망양로596번길 10,
3693,부산광역시 동래구 안락동,462-16,462.0,16.0,,전세,49.62,202504,26,"12,000",0,4.0,2015.0,화현길 36,202506~202706,신규,-,,,연립다세대,펠리스파크,,,부산광역시 동래구 안락동 화현길 36,
3696,부산광역시 북구 덕천동,422-1,422.0,1.0,,전세,49.72,202504,26,"8,300",0,3.0,1982.0,만덕대로102번길 27,202506~202706,신규,-,,,연립다세대,"소호맨션1,2동",,,부산광역시 북구 덕천동 만덕대로102번길 27,
3701,부산광역시 수영구 광안동,149-3,149.0,3.0,,전세,33.84,202504,26,"10,000",0,2.0,2016.0,광안로21번길 16,202507~202707,신규,-,,,연립다세대,힐링캐슬,,,부산광역시 수영구 광안동 광안로21번길 16,23500.0
3713,부산광역시 수영구 광안동,538-5,538.0,5.0,,전세,44.53,202504,25,"8,000",0,1.0,1979.0,광일로67번길 71,202505~202705,신규,-,,,연립다세대,신한백조,,,부산광역시 수영구 광안동 광일로67번길 71,30000.0
3716,부산광역시 동래구 낙민동,168-6,168.0,6.0,,전세,26.588,202504,25,"5,300",0,2.0,2021.0,반송로171번길 34,202505~202705,신규,-,,,연립다세대,썬샤인빌,,,부산광역시 동래구 낙민동 반송로171번길 34,10500.0
3735,부산광역시 금정구 남산동,976-19,976.0,19.0,,전세,52.845,202504,25,"7,000",0,2.0,2002.0,팔송로39번길 39,202505~202705,신규,-,,,연립다세대,강남빌라,,,부산광역시 금정구 남산동 팔송로39번길 39,
3738,부산광역시 북구 구포동,921-5,921.0,5.0,,전세,59.95,202504,25,"16,000",0,2.0,2016.0,백양대로1051번길 17,202506~202706,신규,-,,,연립다세대,성우리치빌,,,부산광역시 북구 구포동 백양대로1051번길 17,
3741,부산광역시 동래구 사직동,25-3,25.0,3.0,,전세,45.61,202504,25,"10,500",0,4.0,2015.0,사직북로34번길 15,202504~202704,신규,-,,,연립다세대,파크시티빌,,,부산광역시 동래구 사직동 사직북로34번길 15,15000.0
3745,부산광역시 동래구 온천동,395-5,395.0,5.0,,전세,16.575,202504,25,"3,000",0,2.0,2011.0,우장춘로56번길 20,202504~202704,신규,-,,,연립다세대,(395-5),,,부산광역시 동래구 온천동 우장춘로56번길 20,
3764,부산광역시 사하구 다대동,960,960.0,0.0,,전세,45.18,202504,24,"4,000",0,2.0,1986.0,윤공단로17번길 29,202505~202705,신규,-,,,연립다세대,우신주택,,,부산광역시 사하구 다대동 윤공단로17번길 29,6950.0
3768,부산광역시 중구 중앙동6가,66-3,66.0,3.0,,전세,80.0,202504,24,"10,000",0,7.0,1970.0,중앙대로 21,202506~202706,신규,-,,,연립다세대,부산데파트,,,부산광역시 중구 중앙동6가 중앙대로 21,
3772,부산광역시 서구 아미동2가,17,17.0,0.0,,전세,68.23,202504,24,"9,000",0,2.0,1989.0,구덕로185번길 34-16,202506~202706,신규,-,,,연립다세대,영신빌라,,,부산광역시 서구 아미동2가 구덕로185번길 34-16,
3780,부산광역시 기장군 기장읍 교리,351-17,351.0,17.0,,전세,23.66,202504,24,"3,500",0,3.0,2004.0,차성동로 160-21,202504~202704,신규,-,,,연립다세대,더하우스기장점,,,부산광역시 기장군 기장읍 교리 차성동로 160-21,
3787,부산광역시 사상구 덕포동,104-4,104.0,4.0,,전세,79.8,202504,23,"5,000",0,1.0,1997.0,백양대로703번길 53-11,202504~202704,신규,-,,,연립다세대,우방하이츠빌라(가동),,,부산광역시 사상구 덕포동 백양대로703번길 53-11,
3805,부산광역시 해운대구 재송동,413,413.0,0.0,,전세,63.27,202504,23,"10,000",0,3.0,1997.0,재반로27번길 50,202505~202705,신규,-,,,연립다세대,창광빌라(413),,,부산광역시 해운대구 재송동 재반로27번길 50,
3809,부산광역시 동래구 온천동,473-19,473.0,19.0,,전세,33.81,202504,23,"7,500",0,8.0,2016.0,동래로 27-15,202505~202705,신규,-,,,연립다세대,동국라메르,,,부산광역시 동래구 온천동 동래로 27-15,
3831,부산광역시 부산진구 전포동,33-267,33.0,267.0,,전세,63.93,202504,22,"8,000",0,1.0,2005.0,진남로435번길 11,202505~202705,신규,-,,,연립다세대,전포동전망존빌,,,부산광역시 부산진구 전포동 진남로435번길 11,
3833,부산광역시 사하구 하단동,870-74,870.0,74.0,,전세,11.46,202504,22,"4,000",0,7.0,2018.0,낙동남로1357번길 17,202504~202704,신규,-,,,연립다세대,한영뷰,,,부산광역시 사하구 하단동 낙동남로1357번길 17,
3835,부산광역시 수영구 광안동,176-3,176.0,3.0,,전세,25.41,202504,22,"3,500",0,3.0,1998.0,수영로528번길 26,202504~202604,신규,-,,,연립다세대,아진하이츠빌라(B),,,부산광역시 수영구 광안동 수영로528번길 26,18000.0
3836,부산광역시 수영구 광안동,735-14,735.0,14.0,,전세,21.55,202504,22,"6,500",0,3.0,2012.0,장대골로19번가길 8,202504~202510,신규,-,,,연립다세대,더블유하우스8,,,부산광역시 수영구 광안동 장대골로19번가길 8,
3862,부산광역시 동래구 안락동,411-7,411.0,7.0,,전세,16.668,202504,21,"8,200",0,4.0,2022.0,명안로17번길 16,202505~202705,신규,-,,,연립다세대,오페라,,,부산광역시 동래구 안락동 명안로17번길 16,14400.0
3871,부산광역시 해운대구 중동,1485-16,1485.0,16.0,,전세,56.76,202504,21,"7,500",0,1.0,1994.0,달맞이길117번다길 135,202505~202705,신규,-,,,연립다세대,스카이파크맨션4차,,,부산광역시 해운대구 중동 달맞이길117번다길 135,
3881,부산광역시 사하구 괴정동,260-288,260.0,288.0,,전세,58.51,202504,21,"10,000",0,2.0,2002.0,회화나무길 99-7,202504~202704,신규,-,,,연립다세대,호주빌라(260-288),,,부산광역시 사하구 괴정동 회화나무길 99-7,
3884,부산광역시 남구 용호동,541-56,541.0,56.0,,전세,35.575,202504,20,"10,500",0,3.0,2020.0,용호로216번가길 15,202506~202706,신규,-,,,연립다세대,엘리시움,,,부산광역시 남구 용호동 용호로216번가길 15,
3905,부산광역시 부산진구 가야동,386-48,386.0,48.0,,전세,41.84,202504,19,"5,000",0,2.0,2005.0,엄광로256번길 29-7,202505~202705,신규,-,,,연립다세대,한은파크빌105동,,,부산광역시 부산진구 가야동 엄광로256번길 29-7,
3920,부산광역시 해운대구 반여동,616-8,616.0,8.0,,전세,53.55,202504,19,"6,500",0,4.0,1992.0,삼어로91번길 106-1,202504~202704,신규,-,,,연립다세대,화흥빌라2동,,,부산광역시 해운대구 반여동 삼어로91번길 106-1,7000.0
3934,부산광역시 연제구 연산동,2128-1,2128.0,1.0,,전세,55.7,202504,18,"7,000",0,2.0,1978.0,배산북로 21,202505~202705,신규,-,,,연립다세대,양지(2128-1),,,부산광역시 연제구 연산동 배산북로 21,
3952,부산광역시 사하구 괴정동,1026-4,1026.0,4.0,,전세,81.85,202504,18,"9,000",0,2.0,1980.0,낙동대로216번길 33,202505~202705,신규,-,,,연립다세대,양지연립(1026-4),,,부산광역시 사하구 괴정동 낙동대로216번길 33,
3953,부산광역시 연제구 연산동,581-10,581.0,10.0,,전세,66.34,202504,18,"11,000",0,1.0,1983.0,세병로24번길 35,202505~202705,신규,-,,,연립다세대,부원(581-10),,,부산광역시 연제구 연산동 세병로24번길 35,12000.0
3965,부산광역시 사상구 주례동,548-13,548.0,13.0,,전세,74.54,202504,17,"8,500",0,4.0,2002.0,주례로139번길 15,202505~202705,신규,-,,,연립다세대,보광빌라2동,,,부산광역시 사상구 주례동 주례로139번길 15,
3966,부산광역시 연제구 연산동,1310-73,1310.0,73.0,,전세,22.95,202504,17,"6,000",0,3.0,2012.0,중앙천로 83-3,202505~202705,신규,-,,,연립다세대,캐슬빌리지,,,부산광역시 연제구 연산동 중앙천로 83-3,
3968,부산광역시 수영구 민락동,225-3,225.0,3.0,,전세,36.63,202504,17,"7,000",0,1.0,2001.0,민락로14번길 26,202505~202705,신규,-,,,연립다세대,정운빌라,,,부산광역시 수영구 민락동 민락로14번길 26,
3973,부산광역시 부산진구 초읍동,223-3,223.0,3.0,,전세,61.2118,202504,17,"17,000",0,4.0,2018.0,성지로51번길 48-2,202504~202704,신규,-,,,연립다세대,수빌라,,,부산광역시 부산진구 초읍동 성지로51번길 48-2,
3978,부산광역시 금정구 구서동,1024-7,1024.0,7.0,,전세,51.21,202504,17,"7,000",0,3.0,1993.0,두실로45번길 91,202506~202706,신규,-,,,연립다세대,정구빌라3동,,,부산광역시 금정구 구서동 두실로45번길 91,
3999,부산광역시 금정구 남산동,967-9,967.0,9.0,,전세,44.16,202504,16,"7,400",0,4.0,1992.0,팔송로45번길 8,202505~202705,신규,-,,,연립다세대,남산빌라(967-9),,,부산광역시 금정구 남산동 팔송로45번길 8,
4000,부산광역시 북구 덕천동,산124-7,124.0,7.0,,전세,35.21,202504,16,"4,200",0,2.0,1980.0,덕천로 85,202505~202705,신규,-,,,연립다세대,삼우주택B,,,부산광역시 북구 덕천동 덕천로 85,
4002,부산광역시 해운대구 중동,1496-5,1496.0,5.0,,전세,70.25,202504,16,"11,000",0,2.0,2017.0,달맞이길117번다길 88-2,202505~202705,신규,-,,,연립다세대,위드더퍼스트빌,,,부산광역시 해운대구 중동 달맞이길117번다길 88-2,11500.0
4007,부산광역시 동래구 온천동,1430-8,1430.0,8.0,,전세,33.03,202504,16,"7,500",0,1.0,1989.0,중앙대로1333번길 79,202504~202704,신규,-,,,연립다세대,서호빌라트,,,부산광역시 동래구 온천동 중앙대로1333번길 79,
4010,부산광역시 동래구 안락동,428-16,428.0,16.0,,전세,16.92,202504,16,"4,500",0,5.0,2012.0,명장로22번길 112,202505~202705,신규,-,,,연립다세대,이스트빌리지,,,부산광역시 동래구 안락동 명장로22번길 112,15900.0
