NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,보증금(만원),층,건축년도,도로명,계약기간,주택유형,전체주소,주택매매가격(원),공시지가(원),위도,경도
316,부산광역시 사하구 감천동,682-1,682.0,1.0,감천현대,전세,75.18,202508,"15,000",4.0,1994.0,감천로 38,202510~202710,아파트,부산광역시 사하구 감천동 감천로 38,233000000,158440000,35.0902534268192,128.9962495497
318,부산광역시 부산진구 범전동,450,450.0,0.0,삼한골든뷰센트럴파크,전세,84.9936,202508,"41,000",56.0,2019.0,중앙대로 821,202510~202710,아파트,부산광역시 부산진구 범전동 중앙대로 821,800000000,544000000,35.1651823884655,129.062929485071
325,부산광역시 부산진구 부암동,755,755.0,0.0,시민공원삼정그린코아더베스트,전세,59.5632,202508,"27,000",6.0,2022.0,동평로 176,202509~202709,아파트,부산광역시 부산진구 부암동 동평로 176,360000000,244800000,35.1660600067515,129.049834042261
327,부산광역시 동구 범일동,1664,1664.0,0.0,두산위브더제니스하버시티,전세,84.6314,202508,"38,000",33.0,2023.0,범일로 21,202509~202702,아파트,부산광역시 동구 범일동 범일로 21,538000000,365840000,35.1326704859309,129.057266019849
328,부산광역시 부산진구 범천동,886-41,886.0,41.0,범일역이즈,전세,58.6293,202508,"24,000",4.0,2019.0,범일로131번길 46,202509~202709,아파트,부산광역시 부산진구 범천동 범일로131번길 46,270000000,183600000,35.1433884086598,129.058909919236
331,부산광역시 영도구 동삼동,510-2,510.0,2.0,절영아파트(208동-214동),전세,46.27,202508,"8,500",13.0,1995.0,와치로 231,202509~202709,아파트,부산광역시 영도구 동삼동 와치로 231,85000000,57800000,35.0767270675141,129.067752734813
332,부산광역시 영도구 동삼동,1124,1124.0,0.0,함지그린,전세,57.09,202508,"10,500",5.0,1994.0,함지로 8,202509~202709,아파트,부산광역시 영도구 동삼동 함지로 8,177000000,120360000,35.0712895362543,129.061998563801
337,부산광역시 부산진구 양정동,458-20,458.0,20.0,현대2차,전세,84.99,202508,"25,000",22.0,1998.0,거제대로 37,202509~202709,아파트,부산광역시 부산진구 양정동 거제대로 37,375000000,255000000,35.1707552940831,129.066457433194
342,부산광역시 부산진구 개금동,53,53.0,0.0,개금주공2,전세,41.3,202508,"9,000",10.0,1988.0,백양관문로 7,202509~202708,아파트,부산광역시 부산진구 개금동 백양관문로 7,235000000,159800000,35.160050673057,129.030352293763
344,부산광역시 동래구 낙민동,288-29,288.0,29.0,동서허브H,전세,49.53,202508,"15,000",5.0,2017.0,충렬대로256번가길 25,202510~202710,아파트,부산광역시 동래구 낙민동 충렬대로256번가길 25,185000000,125800000,35.2003270640073,129.088121264479
346,부산광역시 동래구 명장동,617,617.0,0.0,동래동일스위트,전세,67.8923,202508,"25,000",15.0,2018.0,시실로 119,202509~202709,아파트,부산광역시 동래구 명장동 시실로 119,310000000,210800000,35.2134812754542,129.094163965264
347,부산광역시 부산진구 가야동,669-9,669.0,9.0,벽산2,전세,84.99,202508,"18,000",14.0,1992.0,엄광로 68,202509~202709,아파트,부산광역시 부산진구 가야동 엄광로 68,239000000,162520000,35.1466134423697,129.026989438444
348,부산광역시 동래구 수안동,106-1,106.0,1.0,반도보라,전세,81.09,202508,"15,000",3.0,1984.0,충렬대로238번가길 58,202510~202710,아파트,부산광역시 동래구 수안동 충렬대로238번가길 58,305000000,207400000,35.1989878113858,129.086514741498
353,부산광역시 부산진구 당감동,516,516.0,0.0,개금주공3단지,전세,41.3,202508,"8,000",3.0,1989.0,백양관문로 10,202508~202708,아파트,부산광역시 부산진구 당감동 백양관문로 10,140000000,95200000,35.1613968466179,129.032430795113
365,부산광역시 남구 용호동,954,954.0,0.0,더블유,전세,110.2606,202508,"85,000",47.0,2018.0,분포로 145,202510~202710,아파트,부산광역시 남구 용호동 분포로 145,1720000000,1169600000,35.1342294576999,129.111216765972
366,부산광역시 동래구 사직동,1028,1028.0,0.0,사직KCC스위첸2단지,전세,84.9921,202508,"41,000",17.0,2016.0,사직북로 64,202510~202710,아파트,부산광역시 동래구 사직동 사직북로 64,665500000,452540000,35.2008818394607,129.057074696685
367,부산광역시 남구 대연동,1933,1933.0,0.0,대연푸르지오클라센트,전세,59.9697,202508,"38,000",14.0,2024.0,유엔로 81,202511~202711,아파트,부산광역시 남구 대연동 유엔로 81,510000000,346800000,35.1290634154305,129.085064400067
371,부산광역시 동래구 온천동,1853,1853.0,0.0,동래래미안아이파크,전세,29.8942,202508,"17,500",20.0,2022.0,금정마을로 147,202508~202708,아파트,부산광역시 동래구 온천동 금정마을로 147,800000000,544000000,35.2132833778508,129.068847519766
376,부산광역시 해운대구 반여동,1638,1638.0,0.0,아시아선수촌아파트,전세,84.8,202508,"30,000",4.0,2002.0,선수촌로 122,202510~202710,아파트,부산광역시 해운대구 반여동 선수촌로 122,485000000,329800000,35.203871411036,129.121681336433
377,부산광역시 북구 화명동,295,295.0,0.0,도시화명그린(295),전세,49.42,202508,"9,500",6.0,1996.0,양달로 69,202509~202709,아파트,부산광역시 북구 화명동 양달로 69,98000000,66640000,35.2449544851875,129.022813992369
378,부산광역시 북구 화명동,2322,2322.0,0.0,수정강변타운,전세,59.4,202508,"22,000",13.0,2001.0,학사로17번길 31,202510~202710,아파트,부산광역시 북구 화명동 학사로17번길 31,211000000,143480000,35.2213244327728,129.0060121223
382,부산광역시 기장군 정관읍 모전리,730,730.0,0.0,이지더원3차,전세,74.1653,202508,"23,000",6.0,2015.0,정관로 350,202509~202709,아파트,부산광역시 기장군 정관읍 모전리 정관로 350,245000000,166600000,35.3358144805332,129.164370151368
387,부산광역시 수영구 광안동,1334,1334.0,0.0,광안자이,전세,84.48,202508,"47,500",22.0,2020.0,호암로29번길 50,202509~202709,아파트,부산광역시 수영구 광안동 호암로29번길 50,775000000,527000000,35.1552831735431,129.109801726186
390,부산광역시 기장군 정관읍 용수리,1336,1336.0,0.0,이진캐스빌,전세,59.8881,202508,"26,000",7.0,2014.0,정관로 545,202509~202709,아파트,부산광역시 기장군 정관읍 용수리 정관로 545,278000000,189040000,35.3223008727583,129.174844142098
391,부산광역시 기장군 일광읍 삼성리,792,792.0,0.0,일광한신더휴센트럴포레2단지,전세,84.9371,202508,"30,000",20.0,2020.0,해빛3로 62,202509~202709,아파트,부산광역시 기장군 일광읍 삼성리 해빛3로 62,444000000,301920000,35.2623212335079,129.220342194822
394,부산광역시 수영구 남천동,148-4,148.0,4.0,삼익비치,전세,73.92,202508,"9,500",12.0,1982.0,광안해변로 100,202508~202708,아파트,부산광역시 수영구 남천동 광안해변로 100,800000000,544000000,35.1437530945303,129.115366260128
400,부산광역시 연제구 연산동,2307,2307.0,0.0,부산센텀푸르지오,전세,84.9907,202508,"32,000",27.0,2015.0,고분로 280,202509~202709,아파트,부산광역시 연제구 연산동 고분로 280,424000000,288320000,35.1835723714607,129.112504582731
407,부산광역시 강서구 명지동,3344,3344.0,0.0,명지국제신도시호반베르디움2차,전세,84.8015,202508,"26,500",9.0,2017.0,명지국제5로 89,202509~202709,아파트,부산광역시 강서구 명지동 명지국제5로 89,400000000,272000000,35.1023779782121,128.920192998502
409,부산광역시 해운대구 좌동,1394,1394.0,0.0,두산1차아파트,전세,59.94,202508,"17,000",14.0,1996.0,양운로 182,202508~202708,아파트,부산광역시 해운대구 좌동 양운로 182,540000000,367200000,35.1787081580615,129.169943078852
412,부산광역시 강서구 명지동,3243,3243.0,0.0,엘크루블루오션,전세,147.97,202508,"43,000",7.0,2012.0,명지오션시티6로 33,202509~202709,아파트,부산광역시 강서구 명지동 명지오션시티6로 33,740000000,503200000,35.0840733257291,128.908345234621
413,부산광역시 사하구 다대동,120-10,120.0,10.0,삼환,전세,59.76,202508,"11,000",2.0,1996.0,다대로429번길 20,202508~202708,아파트,부산광역시 사하구 다대동 다대로429번길 20,173500000,117980000,35.0617575665852,128.981626579868
419,부산광역시 사하구 장림동,1151,1151.0,0.0,스마트더블유,전세,29.1631,202508,"10,950",5.0,2018.0,장림번영로104번길 10,202508~202708,아파트,부산광역시 사하구 장림동 장림번영로104번길 10,77500000,52700000,35.0802093959581,128.976338082008
420,부산광역시 사하구 장림동,875,875.0,0.0,동원로얄듀크,전세,59.9942,202508,"12,000",19.0,2005.0,하신중앙로 2,202509~202702,아파트,부산광역시 사하구 장림동 하신중앙로 2,188800000,128384000,35.077318017704,128.963794294477
422,부산광역시 강서구 지사동,1186,1186.0,0.0,협성·DS엘리시안,전세,59.9588,202508,"12,000",19.0,2015.0,과학산단로306번길 10,202510~202710,아파트,부산광역시 강서구 지사동 과학산단로306번길 10,134000000,91120000,35.1495640564902,128.836603021997
423,부산광역시 강서구 명지동,3350,3350.0,0.0,부산명지중흥S-클래스에듀오션,전세,75.4517,202508,"27,000",16.0,2018.0,명지국제5로 90,202510~202710,아파트,부산광역시 강서구 명지동 명지국제5로 90,425000000,289000000,35.1012700104038,128.920855108103
426,부산광역시 강서구 지사동,1185-1,1185.0,1.0,지사과학삼정그린코아,전세,59.9806,202508,"12,000",13.0,2017.0,과학산단2로20번길 91,202509~202709,아파트,부산광역시 강서구 지사동 과학산단2로20번길 91,140000000,95200000,35.1518194278834,128.839600768448
428,부산광역시 강서구 명지동,3246,3246.0,0.0,명지오션시티삼정그린코아,전세,79.1779,202508,"21,000",10.0,2014.0,명지오션시티10로 114,202509~202803,아파트,부산광역시 강서구 명지동 명지오션시티10로 114,385000000,261800000,35.0863305505833,128.908179867156
429,부산광역시 사하구 감천동,567,567.0,0.0,부영벽산파라빌,전세,84.9939,202508,"15,000",4.0,2002.0,감천로21번길 35,202509~202708,아파트,부산광역시 사하구 감천동 감천로21번길 35,215000000,146200000,35.0942185295071,128.995549749053
435,부산광역시 금정구 장전동,745,745.0,0.0,래미안장전,전세,84.8952,202508,"47,000",11.0,2017.0,금정로 20,202510~202710,아파트,부산광역시 금정구 장전동 금정로 20,825000000,561000000,35.2275922774064,129.086740141721
437,부산광역시 해운대구 좌동,1321,1321.0,0.0,벽산1,전세,59.73,202508,"20,000",16.0,1996.0,대천로 205,202510~202710,아파트,부산광역시 해운대구 좌동 대천로 205,433000000,294440000,35.1705390635997,129.180432057658
438,부산광역시 해운대구 좌동,1331,1331.0,0.0,상록,전세,59.85,202508,"19,000",15.0,1998.0,세실로 7,202508~202708,아파트,부산광역시 해운대구 좌동 세실로 7,325000000,221000000,35.1653958910219,129.179717596926
440,부산광역시 해운대구 좌동,1278,1278.0,0.0,LH뜨란채아파트,전세,59.98,202508,"18,000",8.0,1997.0,대천로67번길 18,202510~202710,아파트,부산광역시 해운대구 좌동 대천로67번길 18,265000000,180200000,35.1738310496907,129.168251250103
446,부산광역시 동래구 온천동,1600,1600.0,0.0,새온천화신동영,전세,84.66,202508,"13,000",1.0,1995.0,쇠미로129번길 62-12,202509~202509,아파트,부산광역시 동래구 온천동 쇠미로129번길 62-12,130000000,88400000,35.2049198335584,129.060126503007
447,부산광역시 동래구 온천동,1854,1854.0,0.0,더샵동래,전세,84.9035,202508,"49,000",49.0,2023.0,온천장로 38,202510~202709,아파트,부산광역시 동래구 온천동 온천장로 38,620000000,421600000,35.2148587237127,129.079964263796
448,부산광역시 동래구 사직동,1041,1041.0,0.0,사직롯데캐슬더클래식,전세,84.8927,202508,"52,500",28.0,2017.0,아시아드대로146번길 1,202508~202708,아파트,부산광역시 동래구 사직동 아시아드대로146번길 1,1825000000,1241000000,35.1979289530595,129.066738517174
450,부산광역시 동래구 온천동,1436-1,1436.0,1.0,금성맨션,전세,71.3,202508,"12,000",3.0,1981.0,중앙대로1335번길 3,202509~202708,아파트,부산광역시 동래구 온천동 중앙대로1335번길 3,160000000,108800000,35.2060691736141,129.077392598035
453,부산광역시 남구 대연동,1903,1903.0,0.0,대연SKVIEWHills,전세,74.2987,202508,"43,000",16.0,2018.0,수영로 261,202509~202709,아파트,부산광역시 남구 대연동 수영로 261,845000000,574600000,35.13824171926,129.093430256325
456,부산광역시 북구 만덕동,670-1,670.0,1.0,협성파크,전세,84.9,202508,"14,500",7.0,1997.0,만덕1로 82,202509~202709,아파트,부산광역시 북구 만덕동 만덕1로 82,200000000,136000000,35.2147368682937,129.02840903516
457,부산광역시 북구 화명동,2342,2342.0,0.0,화명플리체비스타동원,전세,84.7241,202508,"33,000",27.0,2022.0,대천천길 109,202509~202709,아파트,부산광역시 북구 화명동 대천천길 109,525000000,357000000,35.2426989387134,129.018175856845
461,부산광역시 남구 대연동,1912,1912.0,0.0,대연자이,전세,59.8922,202508,"36,000",3.0,2019.0,유엔로 246,202509~202709,아파트,부산광역시 남구 대연동 유엔로 246,580000000,394400000,35.1297154922914,129.101975964378
466,부산광역시 부산진구 범천동,1054,1054.0,0.0,서면이-편한세상,전세,84.659,202508,"30,000",18.0,2006.0,가야대로 702,202509~202709,아파트,부산광역시 부산진구 범천동 가야대로 702,490000000,333200000,35.1564058760801,129.048580378752
470,부산광역시 영도구 봉래동4가,343,343.0,0.0,영도센트럴에일린의뜰,전세,39.971,202508,"15,700",8.0,2023.0,태종로 172,202509~202709,아파트,부산광역시 영도구 봉래동4가 태종로 172,490000000,333200000,35.0935638945661,129.047480684119
472,부산광역시 동래구 안락동,1251,1251.0,0.0,강변뜨란채,전세,74.65,202508,"25,000",3.0,2006.0,안남로 79,202510~202710,아파트,부산광역시 동래구 안락동 안남로 79,362000000,246160000,35.195538188241,129.102446944314
476,부산광역시 부산진구 전포동,362-65,362.0,65.0,전포유림노르웨이숲,전세,59.53,202508,"28,800",16.0,2019.0,전포대로 148,202509~202709,아파트,부산광역시 부산진구 전포동 전포대로 148,345000000,234600000,35.150024426876,129.065925617599
478,부산광역시 서구 암남동,775,775.0,0.0,힐스테이트이진베이시티아파트,전세,92.759,202508,"31,500",13.0,2022.0,송도해변로 192,202509~202708,아파트,부산광역시 서구 암남동 송도해변로 192,750000000,510000000,35.0787637032665,129.022924973587
485,부산광역시 사상구 학장동,574-82,574.0,82.0,목화,전세,49.965,202508,"8,900",17.0,1993.0,대동로 104-8,202509~202708,아파트,부산광역시 사상구 학장동 대동로 104-8,94000000,63920000,35.1382011582213,128.980514178446
487,부산광역시 수영구 광안동,1332,1332.0,0.0,광안더샵,전세,70.97,202508,"40,000",28.0,2017.0,수영로 506,202510~202710,아파트,부산광역시 수영구 광안동 수영로 506,900000000,612000000,35.1508731024495,129.111658510471
488,부산광역시 사상구 괘법동,551-11,551.0,11.0,대현빌라,전세,62.94,202508,"6,000",6.0,2002.0,광장로104번길 26,202509~202709,아파트,부산광역시 사상구 괘법동 광장로104번길 26,150000000,102000000,35.1608602961147,128.988202699989
