NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,건물명,도로조건,계약면적(㎡),전체주소,주택매매가격(만원)
2900,부산광역시 동래구 온천동,1859,1859,0,더샵온천헤리티지,전세,84.8235,202507,12,"41,000",0,18,2023,온천장로119번길 56,202509~202709,신규,-,,,아파트,,,,부산광역시 동래구 온천동 온천장로119번길 56,60500
2909,부산광역시 해운대구 우동,1434,1434,0,선프라자,전세,59.34,202507,12,"18,000",0,18,1995,마린시티3로 1,202509~202709,신규,-,,,아파트,,,,부산광역시 해운대구 우동 마린시티3로 1,41000
2920,부산광역시 남구 문현동,1232,1232,0,문현범양레우스,전세,65.69,202507,12,"28,500",0,13,2017,황령대로90번길 55,202509~202709,신규,-,,,아파트,,,,부산광역시 남구 문현동 황령대로90번길 55,34500
2925,부산광역시 해운대구 반송동,401,401,0,삼한그린맨션,전세,59.93,202507,12,"5,000",0,6,1990,반송로877번길 91,202508~202708,신규,-,,,아파트,,,,부산광역시 해운대구 반송동 반송로877번길 91,8500
2932,부산광역시 수영구 민락동,336-48,336,48,민락동센텀메르빌,전세,68.2215,202507,12,"28,000",0,5,2014,광안해변로 446,202509~202709,신규,-,,,아파트,,,,부산광역시 수영구 민락동 광안해변로 446,52300
2949,부산광역시 수영구 광안동,1335,1335,0,광안에일린의뜰,전세,84.8398,202507,12,"47,000",0,5,2022,호암로 45,202509~202709,신규,-,,,아파트,,,,부산광역시 수영구 광안동 호암로 45,61500
2951,부산광역시 기장군 기장읍 동부리,364-2,364,2,부산기장포스코더샵,전세,84.9056,202507,12,"25,000",0,2,2004,차성동로116번길 12,202507~202707,신규,-,,,아파트,,,,부산광역시 기장군 기장읍 동부리 차성동로116번길 12,32000
2956,부산광역시 연제구 거제동,1029-2,1029,2,동원타워,전세,84.98,202507,12,"25,000",0,14,1996,월드컵대로243번길 19,202509~202709,신규,-,,,아파트,,,,부산광역시 연제구 거제동 월드컵대로243번길 19,33500
3000,부산광역시 사하구 괴정동,550-7,550,7,괴정동천아하늘정원2차,전세,79.36,202507,12,"17,900",0,3,2016,장평로449번길 26,202508~202708,신규,-,,,아파트,,,,부산광역시 사하구 괴정동 장평로449번길 26,45000
3006,부산광역시 해운대구 좌동,1374,1374,0,대림3,전세,59.816,202507,11,"20,000",0,5,1997,좌동순환로99번길 6,202508~202708,신규,-,,,아파트,,,,부산광역시 해운대구 좌동 좌동순환로99번길 6,48500
3008,부산광역시 금정구 부곡동,788,788,0,부곡동대동다:숲,전세,84.9788,202507,11,"28,000",0,6,2007,부곡로 32-12,202509~202709,신규,-,,,아파트,,,,부산광역시 금정구 부곡동 부곡로 32-12,36000
3017,부산광역시 강서구 명지동,3233,3233,0,극동스타클래스,전세,84.99,202507,11,"25,000",0,4,2008,명지오션시티2로 71,202508~202708,신규,-,,,아파트,,,,부산광역시 강서구 명지동 명지오션시티2로 71,38800
3022,부산광역시 사하구 괴정동,1275,1275,0,괴정엔스타,전세,84.9226,202507,11,"26,000",0,6,2011,낙동대로 203,202508~202708,신규,-,,,아파트,,,,부산광역시 사하구 괴정동 낙동대로 203,32500
3047,부산광역시 동래구 온천동,1850,1850,0,동래3차SKVIEW,전세,84.873,202507,11,"36,000",0,8,2021,온천장로65번길 9,202510~202710,신규,-,,,아파트,,,,부산광역시 동래구 온천동 온천장로65번길 9,43000
3049,부산광역시 북구 화명동,2337,2337,0,화명2차동원로얄듀크비스타,전세,84.9848,202507,11,"36,500",0,33,2015,금곡대로 175,202509~202708,신규,-,,,아파트,,,,부산광역시 북구 화명동 금곡대로 175,50500
3051,부산광역시 북구 화명동,1426-1,1426,1,우신,전세,54.44,202507,11,"9,500",0,4,1987,산성로12번길 27,202507~202707,신규,-,,,아파트,,,,부산광역시 북구 화명동 산성로12번길 27,18900
3054,부산광역시 동래구 온천동,1842,1842,0,온천삼정그린코아더베스트,전세,84.9868,202507,11,"30,000",0,9,2019,중앙대로1493번길 16,202509~202709,신규,-,,,아파트,,,,부산광역시 동래구 온천동 중앙대로1493번길 16,50500
3065,부산광역시 해운대구 우동,938,938,0,롯데,전세,84.84,202507,11,"22,000",0,6,1993,해운대로483번길 10,202509~202709,신규,-,,,아파트,,,,부산광역시 해운대구 우동 해운대로483번길 10,58800
3071,부산광역시 영도구 봉래동3가,137,137,0,오양대교맨션,전세,78.24,202507,11,"10,000",0,3,1991,대교로6번길 33,202507~202707,신규,-,,,아파트,,,,부산광역시 영도구 봉래동3가 대교로6번길 33,20000
3077,부산광역시 동래구 낙민동,Jan.77,77,1,한일유앤아이,전세,84.9573,202507,11,"30,000",0,19,2007,온천천로339번길 28,202510~202710,신규,-,,,아파트,,,,부산광역시 동래구 낙민동 온천천로339번길 28,53200
3078,부산광역시 부산진구 범천동,1652,1652,0,e편한세상서면더센트럴,전세,84.9608,202507,11,"33,000",0,8,2022,신암로 133,202508~202708,신규,-,,,아파트,,,,부산광역시 부산진구 범천동 신암로 133,43500
3080,부산광역시 부산진구 전포동,881-5,881,5,더블루오피스텔,전세,33.32,202507,11,"8,000",0,12,2012,전포대로171번길 26,202508~202707,신규,-,,,아파트,,,,부산광역시 부산진구 전포동 전포대로171번길 26,6750
3091,부산광역시 서구 남부민동,647-17,647,17,충무대로봄여름가을겨울,전세,79.4032,202507,11,"25,000",0,18,2020,충무대로 229,202507~202707,신규,-,,,아파트,,,,부산광역시 서구 남부민동 충무대로 229,34500
3097,부산광역시 부산진구 범천동,842-3,842,3,허브팰리스,전세,62.6026,202507,11,"21,000",0,19,2018,범일로154번길 55,202507~202607,신규,-,,,아파트,,,,부산광역시 부산진구 범천동 범일로154번길 55,22200
3099,부산광역시 사상구 괘법동,550-2,550,2,사상역봄여름가을겨울,전세,66.6771,202507,11,"25,000",0,21,2023,사상로170번길 34,202508~202708,신규,-,,,아파트,,,,부산광역시 사상구 괘법동 사상로170번길 34,30000
3128,부산광역시 사상구 엄궁동,726,726,0,롯데캐슬,전세,84.9677,202507,11,"18,528",0,9,2010,엄궁북로 62,202508~202708,신규,-,,,아파트,,,,부산광역시 사상구 엄궁동 엄궁북로 62,36600
3138,부산광역시 연제구 연산동,1135-227,1135,227,연산포레서희스타힐스,전세,84.9422,202507,10,"35,000",0,19,2024,묘봉산로 30,202508~202708,신규,-,,,아파트,,,,부산광역시 연제구 연산동 묘봉산로 30,48500
3141,부산광역시 사상구 학장동,574-57,574,57,학장동2차삼성,전세,74.13,202507,10,"13,000",0,23,1999,학감대로123번길 75,202508~202708,신규,-,,,아파트,,,,부산광역시 사상구 학장동 학감대로123번길 75,15500
3170,부산광역시 북구 화명동,2290,2290,0,코오롱하늘채1차,전세,59.948,202507,10,"24,000",0,2,2002,화명신도시로 70,202509~202709,신규,-,,,아파트,,,,부산광역시 북구 화명동 화명신도시로 70,40000
3177,부산광역시 남구 대연동,1954,1954,0,힐스테이트대연센트럴,전세,74.937,202507,10,"38,000",0,8,2024,진남로 95,202507~202707,신규,-,,,아파트,,,,부산광역시 남구 대연동 진남로 95,79300
3179,부산광역시 동래구 사직동,1019,1019,0,삼환나우빌,전세,77.5804,202507,10,"26,000",0,12,2010,쇠미로 72,202401~202601,신규,-,,,아파트,,,,부산광역시 동래구 사직동 쇠미로 72,46000
3193,부산광역시 남구 문현동,1244,1244,0,문현경동리인아파트,전세,79.968,202507,10,"30,000",0,5,2020,문현로 36-1,202508~202708,신규,-,,,아파트,,,,부산광역시 남구 문현동 문현로 36-1,40000
3194,부산광역시 사하구 당리동,577,577,0,당리경보이리스힐,전세,66.0265,202507,10,"16,000",0,4,2017,승학로71번길 146,202508~202708,신규,-,,,아파트,,,,부산광역시 사하구 당리동 승학로71번길 146,27000
3208,부산광역시 강서구 대저1동,2388-17,2388,17,외진가센트럴타워,전세,40.9155,202507,10,"13,000",0,3,2019,대저로273번길 25,202509~202709,신규,-,,,아파트,,,,부산광역시 강서구 대저1동 대저로273번길 25,14000
3226,부산광역시 동래구 안락동,1242,1242,0,안락뜨란채2단지,전세,74.65,202507,10,"28,000",0,9,2005,연안로 74,202508~202708,신규,-,,,아파트,,,,부산광역시 동래구 안락동 연안로 74,30000
3242,부산광역시 부산진구 부암동,319,319,0,동원,전세,55.44,202507,10,"6,000",0,1,1984,동평로181번길 29-17,202507~202707,신규,-,,,아파트,,,,부산광역시 부산진구 부암동 동평로181번길 29-17,10000
3245,부산광역시 부산진구 부전동,38,38,0,허브팰리스서면,전세,51.5647,202507,10,"19,000",0,3,2021,부전로 193,202509~202709,신규,-,,,아파트,,,,부산광역시 부산진구 부전동 부전로 193,26500
3250,부산광역시 동래구 수안동,6월 1일,6,1,새동래1(가~라동),전세,53.76,202507,10,"12,500",0,8,1979,명륜로75번길 31,202509~202709,신규,-,,,아파트,,,,부산광역시 동래구 수안동 명륜로75번길 31,36000
3261,부산광역시 동래구 수안동,666-1,666,1,한진,전세,59.4,202507,9,"24,500",0,12,1996,충렬대로200번길 25,202509~202709,신규,-,,,아파트,,,,부산광역시 동래구 수안동 충렬대로200번길 25,28000
3262,부산광역시 동래구 안락동,3월 15일,15,3,에스케이쁘띠메종,전세,84.77,202507,9,"24,000",0,16,2000,삼어로 12,202509~202709,신규,-,,,아파트,,,,부산광역시 동래구 안락동 삼어로 12,21200
3264,부산광역시 부산진구 개금동,451-12,451,12,개금역스마트더블유,전세,41.7308,202507,9,"14,500",0,6,2016,가야대로 411,202509~202709,신규,-,,,아파트,,,,부산광역시 부산진구 개금동 가야대로 411,21000
3270,부산광역시 동래구 낙민동,327,327,0,온천천경동리인타워,전세,84.9387,202507,9,"34,000",0,5,2019,수안로8번길 62,202510~202709,신규,-,,,아파트,,,,부산광역시 동래구 낙민동 수안로8번길 62,49400
3274,부산광역시 부산진구 전포동,317-40,317,40,일산(317-40),전세,53.02,202507,9,"6,000",0,4,1981,진남로356번길 16,202508~202708,신규,-,,,아파트,,,,부산광역시 부산진구 전포동 진남로356번길 16,11700
3288,부산광역시 동래구 명륜동,757,757,0,명륜아이파크1단지,전세,110.1807,202507,9,"60,000",0,6,2013,명륜로 170,202509~202709,신규,-,,,아파트,,,,부산광역시 동래구 명륜동 명륜로 170,94800
3309,부산광역시 동래구 사직동,601-3,601,3,해운,전세,44.37,202507,9,"7,500",0,1,1984,쇠미로71번길 5,202508~202708,신규,-,,,아파트,,,,부산광역시 동래구 사직동 쇠미로71번길 5,20000
3319,부산광역시 해운대구 재송동,273-3,273,3,센텀재송빌,전세,59.13,202507,9,"8,500",0,6,1991,재반로63번길 17,202508~202708,신규,-,,,아파트,,,,부산광역시 해운대구 재송동 재반로63번길 17,6600
3332,부산광역시 동래구 온천동,1129-4,1129,4,대동타운,전세,59.54,202507,9,"18,000",0,21,1998,금정마을로 120,202508~202708,신규,-,,,아파트,,,,부산광역시 동래구 온천동 금정마을로 120,23000
3336,부산광역시 연제구 연산동,2262,2262,0,연산자이,전세,84.5157,202507,9,"37,000",0,15,2010,과정로343번길 43,202509~202708,신규,-,,,아파트,,,,부산광역시 연제구 연산동 과정로343번길 43,74000
3360,부산광역시 수영구 민락동,113-23,113,23,진로비치(101~103동),전세,59.36,202507,9,"18,000",0,4,1997,광안해변로294번길 7,202508~202708,신규,-,,,아파트,,,,부산광역시 수영구 민락동 광안해변로294번길 7,35800
3364,부산광역시 기장군 기장읍 청강리,Jan.60,60,1,청강리더스빌,전세,81.2138,202507,9,"16,000",0,6,2020,차성남로 105,202508~202708,신규,-,,,아파트,,,,부산광역시 기장군 기장읍 청강리 차성남로 105,7500
3371,부산광역시 기장군 정관읍 달산리,1207,1207,0,정관1차동원로얄듀크,전세,59.997,202507,9,"17,000",0,1,2013,산단4로 139,202509~202708,신규,-,,,아파트,,,,부산광역시 기장군 정관읍 달산리 산단4로 139,27800
3383,부산광역시 사하구 다대동,113-11,113,11,다대해송,전세,52.11,202507,9,"2,000",0,6,1991,다대로 470,202507~202607,신규,-,,,아파트,,,,부산광역시 사하구 다대동 다대로 470,13600
3407,부산광역시 금정구 구서동,266-16,266,16,협성그린,전세,112.47,202507,8,"22,000",0,2,1997,금단로 38,202509~202709,신규,-,,,아파트,,,,부산광역시 금정구 구서동 금단로 38,21000
3427,부산광역시 금정구 부곡동,225-56,225,56,대우우남이채롬,전세,84.8027,202507,8,"24,000",0,9,2005,중앙대로1719번길 19,202508~202708,신규,-,,,아파트,,,,부산광역시 금정구 부곡동 중앙대로1719번길 19,31500
3432,부산광역시 북구 구포동,394,394,0,구포봄여름가을겨울아파트,전세,64.965,202507,8,"20,000",0,6,2017,낙동대로1762번길 50,202507~202707,신규,-,,,아파트,,,,부산광역시 북구 구포동 낙동대로1762번길 50,22900
3445,부산광역시 해운대구 반여동,1581-6,1581,6,현대1차,전세,71.56,202507,8,"7,000",0,4,1991,재반로282번길 112,202507~202707,신규,-,,,아파트,,,,부산광역시 해운대구 반여동 재반로282번길 112,10000
3462,부산광역시 부산진구 범천동,944-1,944,1,경남,전세,59.9425,202507,8,"20,000",0,11,2003,신암로 32,202509~202709,신규,-,,,아파트,,,,부산광역시 부산진구 범천동 신암로 32,25800
3476,부산광역시 서구 부용동1가,Jul.69,69,7,남명더라우부용,전세,49.8302,202507,8,"20,000",0,8,2021,구덕로 234,202507~202707,신규,-,,,아파트,,,,부산광역시 서구 부용동1가 구덕로 234,26000
3477,부산광역시 부산진구 부암동,735,735,0,부산서면동문굿모닝힐,전세,70.3067,202507,8,"28,000",0,11,2011,신천대로220번길 65,202509~202709,신규,-,,,아파트,,,,부산광역시 부산진구 부암동 신천대로220번길 65,43000
3479,부산광역시 서구 부용동1가,61,61,0,서원블루오션G동,전세,68.0238,202507,8,"25,800",0,3,2023,구덕로244번길 6,202508~202708,신규,-,,,아파트,,,,부산광역시 서구 부용동1가 구덕로244번길 6,21000
3504,부산광역시 기장군 기장읍 교리,371,371,0,기장유림노르웨이숲,전세,53.0447,202507,8,"21,000",0,10,2021,차성로436번길 46,202508~202708,신규,-,,,아파트,,,,부산광역시 기장군 기장읍 교리 차성로436번길 46,28000
3510,부산광역시 수영구 광안동,526-1,526,1,광원,전세,130.905,202507,8,"29,000",0,22,1995,광일로 63,202509~202709,신규,-,,,아파트,,,,부산광역시 수영구 광안동 광일로 63,31000
3517,부산광역시 연제구 연산동,983-9,983,9,현대(983-9),전세,59.99,202507,8,"16,000",0,2,1997,고분로112번길 23,202509~202709,신규,-,,,아파트,,,,부산광역시 연제구 연산동 고분로112번길 23,16000
3521,부산광역시 강서구 신호동,205-1,205,1,부산신호윌더하임,전세,97.376,202507,8,"16,000",0,6,2005,신호산단3로 55,202508~202708,신규,-,,,아파트,,,,부산광역시 강서구 신호동 신호산단3로 55,25300
3527,부산광역시 연제구 거제동,840,840,0,현대,전세,72.77,202507,7,"13,500",0,11,1986,거제대로 198,202507~202707,신규,-,,,아파트,,,,부산광역시 연제구 거제동 거제대로 198,38500
3528,부산광역시 수영구 광안동,529,529,0,비치-그린아파트,전세,84.9,202507,7,"25,000",0,3,1996,광일로 49,202507~202707,신규,-,,,아파트,,,,부산광역시 수영구 광안동 광일로 49,37500
3529,부산광역시 수영구 남천동,151,151,0,코오롱하늘채골든비치,전세,126.23,202507,7,"60,000",0,14,2009,남천동로 41,202509~202709,신규,-,,,아파트,,,,부산광역시 수영구 남천동 남천동로 41,85000
3537,부산광역시 연제구 연산동,584-1,584,1,한성기린,전세,84.38,202507,7,"24,000",0,6,1993,세병로 16,202508~202610,신규,-,,,아파트,,,,부산광역시 연제구 연산동 세병로 16,22800
3541,부산광역시 기장군 정관읍 방곡리,380,380,0,가화만사성정관타운,전세,59.9567,202507,7,"15,000",0,1,2014,방곡로 39,202509~202708,신규,-,,,아파트,,,,부산광역시 기장군 정관읍 방곡리 방곡로 39,16000
3588,부산광역시 북구 구포동,1293,1293,0,유림노르웨이숲,전세,84.9149,202507,7,"16,000",0,5,2005,낙동북로 737,202508~202708,신규,-,,,아파트,,,,부산광역시 북구 구포동 낙동북로 737,14600
3596,부산광역시 동래구 사직동,981-100,981,100,삼정그린코아,전세,75.29,202507,7,"18,000",0,3,1998,쇠미로 37,202508~202708,신규,-,,,아파트,,,,부산광역시 동래구 사직동 쇠미로 37,32000
3605,부산광역시 해운대구 우동,598-4,598,4,해운대파크에비뉴,전세,45.4788,202507,7,"19,000",0,16,2017,중동1로17번길 15-7,202508~202707,신규,-,,,아파트,,,,부산광역시 해운대구 우동 중동1로17번길 15-7,31500
3615,부산광역시 금정구 부곡동,974,974,0,장전서희스타힐스,전세,75.8042,202507,7,"33,000",0,23,2017,부곡온천천로 170,202509~202709,신규,-,,,아파트,,,,부산광역시 금정구 부곡동 부곡온천천로 170,46500
3616,부산광역시 금정구 부곡동,224-1,224,1,쌍용,전세,140.293,202507,7,"48,000",0,19,2000,수림로 25,202507~202707,신규,-,,,아파트,,,,부산광역시 금정구 부곡동 수림로 25,50400
3626,부산광역시 사하구 다대동,1667,1667,0,다대푸르지오,전세,84.7738,202507,7,"19,663",0,10,2012,윤공단로 123,202508~202708,신규,-,,,아파트,,,,부산광역시 사하구 다대동 윤공단로 123,37700
3639,부산광역시 부산진구 개금동,455,455,0,엘지신개금(2-1),전세,84.99,202507,7,"28,000",0,14,1998,백양대로300번길 20,202509~202709,신규,-,,,아파트,,,,부산광역시 부산진구 개금동 백양대로300번길 20,24900
3651,부산광역시 부산진구 전포동,693-2,693,2,몽뜨레,전세,23.75,202507,7,"6,500",0,7,2013,전포대로189번길 30,202311~202511,신규,-,,,아파트,,,,부산광역시 부산진구 전포동 전포대로189번길 30,7500
3659,부산광역시 동래구 명륜동,752,752,0,명륜동SK-VIEW,전세,84.8298,202507,7,"28,000",0,8,2006,명륜로236번길 9,202508~202708,신규,-,,,아파트,,,,부산광역시 동래구 명륜동 명륜로236번길 9,44000
3671,부산광역시 동래구 수안동,749,749,0,온천천경동리인타워2차,전세,84.9644,202507,7,"36,000",0,17,2020,수안로8번길 38,202510~202710,신규,-,,,아파트,,,,부산광역시 동래구 수안동 수안로8번길 38,53000
3680,부산광역시 부산진구 가야동,657-50,657,50,동원,전세,58.86,202507,6,"10,000",0,5,1985,엄광로 70,202508~202708,신규,-,,,아파트,,,,부산광역시 부산진구 가야동 엄광로 70,12950
3688,부산광역시 해운대구 반여동,586-2,586,2,대우금사,전세,59.91,202507,6,"13,000",0,24,1995,삼어로 207,202508~202708,신규,-,,,아파트,,,,부산광역시 해운대구 반여동 삼어로 207,21000
3692,부산광역시 북구 화명동,196,196,0,경남아너스빌,전세,84.91,202507,6,"26,000",0,6,1998,대천천길 37,202509~202709,신규,-,,,아파트,,,,부산광역시 북구 화명동 대천천길 37,35000
3705,부산광역시 해운대구 좌동,1414,1414,0,건영1,전세,59.88,202507,6,"19,000",0,2,1998,좌동순환로217번길 19,202508~202708,신규,-,,,아파트,,,,부산광역시 해운대구 좌동 좌동순환로217번길 19,30700
3739,부산광역시 금정구 구서동,563-40,563,40,금강부광,전세,59.61,202507,5,"10,000",0,9,1997,금샘로229번길 29,202507~202707,신규,-,,,아파트,,,,부산광역시 금정구 구서동 금샘로229번길 29,11100
3744,부산광역시 사하구 하단동,511-24,511,24,하단지음주상복합,전세,40.1613,202507,5,"17,000",0,4,2019,낙동대로 499,202508~202708,신규,-,,,아파트,,,,부산광역시 사하구 하단동 낙동대로 499,18000
3755,부산광역시 금정구 남산동,8월 21일,21,8,나경위너스,전세,72.611,202507,5,"19,800",0,7,2018,팔송로7번길 11,202508~202708,신규,-,,,아파트,,,,부산광역시 금정구 남산동 팔송로7번길 11,26000
3766,부산광역시 강서구 명지동,3235,3235,0,엘크루솔마레,전세,84.987,202507,5,"24,000",0,9,2014,명지오션시티12로 10,202507~202707,신규,-,,,아파트,,,,부산광역시 강서구 명지동 명지오션시티12로 10,36000
3776,부산광역시 남구 대연동,245,245,0,대우그린1,전세,84.95,202507,5,"15,000",0,10,1997,황령대로319번가길 190-6,202509~202709,신규,-,,,아파트,,,,부산광역시 남구 대연동 황령대로319번가길 190-6,21000
3780,부산광역시 남구 대연동,245-23,245,23,삼익그린,전세,84.98,202507,5,"20,000",0,18,2001,황령대로319번가길 142,202510~202710,신규,-,,,아파트,,,,부산광역시 남구 대연동 황령대로319번가길 142,17500
3788,부산광역시 해운대구 중동,1378-49,1378,49,해운대경보이리스오션,전세,37.72,202507,5,"17,000",0,16,2020,중동1로19번길 24,202507~202707,신규,-,,,아파트,,,,부산광역시 해운대구 중동 중동1로19번길 24,21100
3792,부산광역시 해운대구 재송동,1041-3,1041,3,금호,전세,59.955,202507,5,"13,000",0,18,1996,재반로 141,202507~202707,신규,-,,,아파트,,,,부산광역시 해운대구 재송동 재반로 141,20500
3800,부산광역시 동래구 온천동,189-134,189,134,반도,전세,100.44,202507,5,"13,000",0,3,1984,금강공원로 37,202504~202704,신규,-,,,아파트,,,,부산광역시 동래구 온천동 금강공원로 37,24200
3810,부산광역시 해운대구 우동,1102-221,1102,221,센텀현대,전세,84.92,202507,5,"22,000",0,3,1999,해운대로469번길 190,202508~202708,신규,-,,,아파트,,,,부산광역시 해운대구 우동 해운대로469번길 190,37000
3811,부산광역시 해운대구 우동,777,777,0,해운대한신휴플러스,전세,84.8381,202507,5,"39,000",0,33,2014,해운대로 550,202507~202707,신규,-,,,아파트,,,,부산광역시 해운대구 우동 해운대로 550,5300
3818,부산광역시 북구 화명동,2306,2306,0,대림쌍용강변타운,전세,59.89,202507,5,"26,000",0,8,2004,화명신도시로 39,202508~202708,신규,-,,,아파트,,,,부산광역시 북구 화명동 화명신도시로 39,36300
3819,부산광역시 남구 용호동,537-13,537,13,한진훼미리타운,전세,48.72,202507,5,"7,700",0,2,1996,용호로232번길 61,202508~202708,신규,-,,,아파트,,,,부산광역시 남구 용호동 용호로232번길 61,9000
3825,부산광역시 해운대구 재송동,380-1,380,1,센텀동부센트레빌,전세,84.9926,202507,5,"30,000",0,21,2006,해운대로161번길 12,202508~202708,신규,-,,,아파트,,,,부산광역시 해운대구 재송동 해운대로161번길 12,58500
3833,부산광역시 부산진구 가야동,698,698,0,가야케이티이편한세상,전세,113.1474,202507,5,"35,000",0,11,2006,가야대로 569,202508~202708,신규,-,,,아파트,,,,부산광역시 부산진구 가야동 가야대로 569,58000
3834,부산광역시 서구 부민동3가,76,76,0,부민e편한세상,전세,85,202507,5,"20,000",0,9,2004,해돋이로 313,202507~202707,신규,-,,,아파트,,,,부산광역시 서구 부민동3가 해돋이로 313,20000
3838,부산광역시 부산진구 범천동,844-3,844,3,우일아내트,전세,51.921,202507,5,"16,000",0,13,2018,중앙번영로 12-1,202508~202708,신규,-,,,아파트,,,,부산광역시 부산진구 범천동 중앙번영로 12-1,24000
3842,부산광역시 부산진구 부암동,Jul.80,80,7,서면지원더뷰파크,전세,84.812,202507,5,"33,000",0,33,2021,새싹로 99,202508~202708,신규,-,,,아파트,,,,부산광역시 부산진구 부암동 새싹로 99,42500
3852,부산광역시 부산진구 연지동,172,172,0,일동대영,전세,84.3,202507,5,"15,000",0,6,1984,동평로229번길 5,202509~202709,신규,-,,,아파트,,,,부산광역시 부산진구 연지동 동평로229번길 5,32500
3855,부산광역시 동구 초량동,593,593,0,부산역삼정그린코아더시티,전세,80.3133,202507,5,"30,000",0,21,2021,중앙대로179번길 27,202508~202708,신규,-,,,아파트,,,,부산광역시 동구 초량동 중앙대로179번길 27,45300
3868,부산광역시 연제구 연산동,585-6,585,6,연산센터빌,전세,59.98,202507,5,"18,000",0,4,1995,거제천로230번길 53,202509~202709,신규,-,,,아파트,,,,부산광역시 연제구 연산동 거제천로230번길 53,29000
3870,부산광역시 수영구 민락동,783,783,0,e편한세상오션테라스3단지,전세,114.98,202507,5,"60,000",0,4,2020,광안해변로326번길 32,202510~202910,신규,-,,,아파트,,,,부산광역시 수영구 민락동 광안해변로326번길 32,77500
3871,부산광역시 사상구 주례동,10월 4일,10,4,엘지신주례2,전세,59.97,202507,5,"14,500",0,20,1996,백양대로342번길 17,202509~202709,신규,-,,,아파트,,,,부산광역시 사상구 주례동 백양대로342번길 17,45500
3886,부산광역시 기장군 일광읍 삼성리,794,794,0,일광한신더휴센트럴포레1단지,전세,59.8167,202507,5,"25,000",0,7,2020,해빛1로 62,202509~202709,신규,-,,,아파트,,,,부산광역시 기장군 일광읍 삼성리 해빛1로 62,34600
3894,부산광역시 연제구 거제동,1088-2,1088,2,거제센텀,전세,49.916,202507,5,"14,000",0,7,2017,월드컵대로252번길 13,202509~202709,신규,-,,,아파트,,,,부산광역시 연제구 거제동 월드컵대로252번길 13,20500
3913,부산광역시 수영구 민락동,774,774,0,센텀비스타동원2차,전세,84.9275,202507,4,"40,000",0,16,2017,무학로63번길 142,202508~202708,신규,-,,,아파트,,,,부산광역시 수영구 민락동 무학로63번길 142,77700
3917,부산광역시 수영구 광안동,191-1,191,1,광안비치올리브씨,전세,45.0883,202507,4,"22,000",0,10,2021,광안로62번길 10,202508~202708,신규,-,,,아파트,,,,부산광역시 수영구 광안동 광안로62번길 10,27500
3920,부산광역시 기장군 기장읍 동부리,374-11,374,11,동산그린타워,전세,59.51,202507,4,"9,000",0,5,1992,차성동로122번길 30,202509~202709,신규,-,,,아파트,,,,부산광역시 기장군 기장읍 동부리 차성동로122번길 30,17300
3932,부산광역시 사상구 학장동,573-1,573,1,반도보라타운,전세,59.88,202507,4,"12,000",0,10,1994,대동로 98,202508~202707,신규,-,,,아파트,,,,부산광역시 사상구 학장동 대동로 98,16500
3967,부산광역시 해운대구 반여동,692-6,692,6,센텀SD,전세,82.094,202507,4,"10,000",0,5,1993,삼어로 149,202508~202708,신규,-,,,아파트,,,,부산광역시 해운대구 반여동 삼어로 149,21500
3984,부산광역시 해운대구 우동,1562,1562,0,해운대센트럴푸르지오,전세,84.4374,202507,4,"33,600",0,4,2023,해운대로 650,202507~202707,신규,-,,,아파트,,,,부산광역시 해운대구 우동 해운대로 650,94600
3985,부산광역시 해운대구 우동,956-42,956,42,해운대엔스타,전세,84.68,202507,4,"27,000",0,10,2011,해운대로483번가길 39,202509~202708,신규,-,,,아파트,,,,부산광역시 해운대구 우동 해운대로483번가길 39,29000
3994,부산광역시 동래구 사직동,113-1,113,1,대륙코리아나,전세,84,202507,4,"22,500",0,1,1992,아시아드대로114번길 10,202508~202708,신규,-,,,아파트,,,,부산광역시 동래구 사직동 아시아드대로114번길 10,38000
4020,부산광역시 부산진구 전포동,171-2,171,2,서면앙쥬빌주상복합,전세,17.92,202507,4,"5,000",0,10,2012,전포대로 282,202508~202708,신규,-,,,아파트,,,,부산광역시 부산진구 전포동 전포대로 282,4500
4030,부산광역시 부산진구 양정동,386-3,386,3,양정클래스원,전세,49.896,202507,4,"18,000",0,7,2016,동평로 400,202508~202708,신규,-,,,아파트,,,,부산광역시 부산진구 양정동 동평로 400,17800
4034,부산광역시 동구 수정동,389-20,389,20,북항에코하임센트럴뷰,전세,48.176,202507,4,"19,000",0,5,2023,초량상로 138,202508~202708,신규,-,,,아파트,,,,부산광역시 동구 수정동 초량상로 138,29427
4043,부산광역시 부산진구 가야동,160,160,0,삼우,전세,61.49,202507,4,"12,500",0,3,1981,가야공원로14번길 18,202107~202707,신규,-,,,아파트,,,,부산광역시 부산진구 가야동 가야공원로14번길 18,9000
4045,부산광역시 동구 범일동,154,154,0,성무아이반스타,전세,47.28,202507,4,"16,500",0,13,2018,정공단로 47-1,202507~202707,신규,-,,,아파트,,,,부산광역시 동구 범일동 정공단로 47-1,17000
