NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,보증금(만원),층,건축년도,도로명,계약기간,주택유형,전체주소,주택매매가격(만원)
8371,부산광역시 수영구 광안동,150-5,150.0,5.0,,전세,23.42,202502,"8,600",4.0,2012.0,광안로21번가길 10,202502~202702,연립주택,부산광역시 수영구 광안동 광안로21번가길 10,19000
8425,부산광역시 남구 용호동,527-1,527.0,1.0,,전세,39.67,202502,"3,000",1.0,1974.0,동명로164번길 97,202505~202705,연립주택,부산광역시 남구 용호동 동명로164번길 97,9000
8427,부산광역시 수영구 민락동,194-23,194.0,23.0,,전세,27.66,202502,"8,000",1.0,2001.0,민락로12번길 24,202502~202702,연립주택,부산광역시 수영구 민락동 민락로12번길 24,9000
8453,부산광역시 동래구 온천동,1210-8,1210.0,8.0,,전세,22.05,202502,"5,000",2.0,2003.0,아시아드대로247번길 52-10,202503~202703,연립주택,부산광역시 동래구 온천동 아시아드대로247번길 52-10,6500
8535,부산광역시 수영구 광안동,178-19,178.0,19.0,,전세,28.94,202502,"10,000",2.0,2017.0,수영로528번길 9-5,202502~202702,연립주택,부산광역시 수영구 광안동 수영로528번길 9-5,26500
8545,부산광역시 수영구 광안동,333-9,333.0,9.0,,전세,55.97,202502,"20,000",3.0,2018.0,수영로513번길 17-3,202503~202703,연립주택,부산광역시 수영구 광안동 수영로513번길 17-3,25000
8584,부산광역시 수영구 망미동,212-1,212.0,1.0,,전세,27.8,202502,"15,000",5.0,2019.0,좌수영로101번길 33,202503~202703,연립주택,부산광역시 수영구 망미동 좌수영로101번길 33,30000
8598,부산광역시 수영구 민락동,147-3,147.0,3.0,,전세,15.83,202502,"8,000",4.0,2017.0,무학로63번길 23,202502~202702,연립주택,부산광역시 수영구 민락동 무학로63번길 23,14000
8614,부산광역시 동래구 사직동,348-17,348.0,17.0,,전세,58.31,202502,"8,000",4.0,1981.0,아시아드대로184번길 41,202502~202702,연립주택,부산광역시 동래구 사직동 아시아드대로184번길 41,32000
8646,부산광역시 해운대구 재송동,1092-11,1092.0,11.0,,전세,39.34,202502,"5,500",2.0,1982.0,재송1로46번길 46,202503~202703,연립주택,부산광역시 해운대구 재송동 재송1로46번길 46,8200
8693,부산광역시 북구 구포동,1249-40,1249.0,40.0,,전세,59.76,202502,"4,700",4.0,1995.0,시랑로 140,202502~202702,연립주택,부산광역시 북구 구포동 시랑로 140,6700
8703,부산광역시 수영구 광안동,118-16,118.0,16.0,,전세,19.82,202502,"7,800",2.0,2014.0,수영로606번길 5-4,202502~202702,연립주택,부산광역시 수영구 광안동 수영로606번길 5-4,10500
8817,부산광역시 사하구 하단동,485-4,485.0,4.0,,전세,59.83,202502,"9,500",1.0,1980.0,낙동대로575번길 64,202503~202703,연립주택,부산광역시 사하구 하단동 낙동대로575번길 64,13000
8860,부산광역시 연제구 연산동,658-13,658.0,13.0,,전세,49.41,202502,"16,000",4.0,2016.0,쌍미천로73번길 10,202502~202702,연립주택,부산광역시 연제구 연산동 쌍미천로73번길 10,26000
8933,부산광역시 동래구 수안동,Oct.35,35.0,10.0,,전세,57.19,202501,"9,000",3.0,1981.0,수안로 29,202502~202702,연립주택,부산광역시 동래구 수안동 수안로 29,18000
9089,부산광역시 수영구 망미동,436-6,436.0,6.0,,전세,48.6,202501,"14,000",3.0,2015.0,과정로79번길 30,202503~202703,연립주택,부산광역시 수영구 망미동 과정로79번길 30,18000
9149,부산광역시 연제구 연산동,1293-8,1293.0,8.0,,전세,52.82,202501,"10,000",6.0,2001.0,거제천로136번길 31,202502~202702,연립주택,부산광역시 연제구 연산동 거제천로136번길 31,12800
9156,부산광역시 동구 좌천동,845-30,845.0,30.0,,전세,57.92,202501,"10,000",2.0,2002.0,좌천로 31,202502~202702,연립주택,부산광역시 동구 좌천동 좌천로 31,10000
9229,부산광역시 동래구 사직동,487,487.0,0.0,,전세,74.24,202501,"14,000",3.0,2002.0,아시아드대로161번가길 6-3,202501~202701,연립주택,부산광역시 동래구 사직동 아시아드대로161번가길 6-3,16500
9335,부산광역시 북구 구포동,1252-29,1252.0,29.0,,전세,47.78,202501,"3,000",2.0,1995.0,시랑로138번가길 12,202502~202702,연립주택,부산광역시 북구 구포동 시랑로138번가길 12,5000
9504,부산광역시 중구 영주동,287-6,287.0,6.0,,전세,46.06,202501,"8,000",4.0,2012.0,영주로6번안길 5,202503~202703,연립주택,부산광역시 중구 영주동 영주로6번안길 5,12000
9564,부산광역시 사하구 감천동,480-8,480.0,8.0,,전세,63.99,202501,"14,000",2.0,2016.0,감천로109번길 14-1,202502~202702,연립주택,부산광역시 사하구 감천동 감천로109번길 14-1,18200
9567,부산광역시 부산진구 개금동,633-4,633.0,4.0,,전세,39.67,202501,"2,200",2.0,1974.0,복지로 89,202501~202702,연립주택,부산광역시 부산진구 개금동 복지로 89,3500
9593,부산광역시 사하구 괴정동,539-3,539.0,3.0,,전세,71.76,202501,"10,000",2.0,1995.0,사하로141번나길 93,202502~202702,연립주택,부산광역시 사하구 괴정동 사하로141번나길 93,17000
9713,부산광역시 해운대구 반여동,1291-997,1291.0,997.0,,전세,37.4,202501,"3,700",1.0,1995.0,재반로196번길 8-45,202501~202701,연립주택,부산광역시 해운대구 반여동 재반로196번길 8-45,4900
9730,부산광역시 금정구 부곡동,225-36,225.0,36.0,,전세,47.52,202501,"9,000",9.0,2000.0,부곡온천천로 126,202501~202701,연립주택,부산광역시 금정구 부곡동 부곡온천천로 126,15300
9742,부산광역시 사하구 당리동,341-11,341.0,11.0,,전세,60.32,202501,"9,500",4.0,2000.0,당리길 46,202502~202702,연립주택,부산광역시 사하구 당리동 당리길 46,13000
9763,부산광역시 동래구 사직동,Oct.72,72.0,10.0,,전세,48.54,202501,"13,000",3.0,2015.0,석사로 28,202502~202702,연립주택,부산광역시 동래구 사직동 석사로 28,18000
9845,부산광역시 수영구 수영동,446-6,446.0,6.0,,전세,48.77,202501,"20,000",19.0,2019.0,수영로 691-3,202502~202702,연립주택,부산광역시 수영구 수영동 수영로 691-3,10700
9872,부산광역시 사하구 하단동,509-14,509.0,14.0,,전세,23.63,202501,"3,500",3.0,2003.0,승학로3번길 50,202502~202602,연립주택,부산광역시 사하구 하단동 승학로3번길 50,4500
9939,부산광역시 북구 만덕동,861-9,861.0,9.0,,전세,55.07,202501,"4,000",1.0,1989.0,은행나무로36번길 104,202501~202701,연립주택,부산광역시 북구 만덕동 은행나무로36번길 104,7600
9997,부산광역시 수영구 광안동,1278-6,1278.0,6.0,,전세,118.62,202501,"32,000",4.0,1994.0,수영로497번가길 6,202501~202601,연립주택,부산광역시 수영구 광안동 수영로497번가길 6,40000
10155,부산광역시 사하구 하단동,701-4,701.0,4.0,,전세,39.97,202501,"5,000",2.0,2002.0,승학로17번길 32,202502~202702,연립주택,부산광역시 사하구 하단동 승학로17번길 32,8200
10172,부산광역시 수영구 민락동,233-1,233.0,1.0,,전세,52.69,202501,"8,000",2.0,1979.0,민락로14번길 32,202501~202701,연립주택,부산광역시 수영구 민락동 민락로14번길 32,17000
10239,부산광역시 북구 구포동,1219-14,1219.0,14.0,,전세,69.89,202501,"7,000",2.0,1994.0,팽나무로8번길 126,202501~202701,연립주택,부산광역시 북구 구포동 팽나무로8번길 126,10800
10315,부산광역시 해운대구 우동,173-1,173.0,1.0,,전세,71.845,202412,"11,000",4.0,2002.0,우동2로14번가길 24,202412~202612,연립주택,부산광역시 해운대구 우동 우동2로14번가길 24,87000
10435,부산광역시 해운대구 우동,154,154.0,0.0,,전세,79.59,202412,"7,000",2.0,2002.0,우동2로 26-1,202501~202701,연립주택,부산광역시 해운대구 우동 우동2로 26-1,90000
10614,부산광역시 사하구 괴정동,397-4,397.0,4.0,,전세,72.16,202412,"14,500",4.0,2012.0,오작로 55,202503~202703,연립주택,부산광역시 사하구 괴정동 오작로 55,18300
10652,부산광역시 동래구 사직동,157-10,157.0,10.0,,전세,57.05,202412,"9,000",3.0,1983.0,여고로103번길 6,202501~202701,연립주택,부산광역시 동래구 사직동 여고로103번길 6,14500
10693,부산광역시 남구 대연동,901-16,901.0,16.0,,전세,43.67,202412,"11,500",3.0,2014.0,천제등로46번길 5,202502~202702,연립주택,부산광역시 남구 대연동 천제등로46번길 5,10000
10700,부산광역시 수영구 광안동,1063-5,1063.0,5.0,,전세,20.57,202412,"8,500",2.0,2017.0,연수로392번길 43,202501~202701,연립주택,부산광역시 수영구 광안동 연수로392번길 43,12000
10717,부산광역시 사하구 괴정동,551-36,551.0,36.0,,전세,49.595,202412,"13,000",5.0,2016.0,장평로443번길 6,202502~202702,연립주택,부산광역시 사하구 괴정동 장평로443번길 6,19000
10730,부산광역시 수영구 광안동,92-19,92.0,19.0,,전세,17.94,202412,"9,500",3.0,2022.0,수영로666번길 48,202501~202701,연립주택,부산광역시 수영구 광안동 수영로666번길 48,19000
10913,부산광역시 수영구 광안동,129-43,129.0,43.0,,전세,15.32,202412,"6,500",4.0,2019.0,무학로52번길 36-5,202501~202701,연립주택,부산광역시 수영구 광안동 무학로52번길 36-5,13000
10956,부산광역시 수영구 남천동,8월 16일,8.0,16.0,,전세,36.78,202412,"11,500",4.0,2015.0,광남로22번길 3,202501~202701,연립주택,부산광역시 수영구 남천동 광남로22번길 3,19900
10977,부산광역시 북구 덕천동,241-29,241.0,29.0,,전세,24.74,202412,"6,600",4.0,2013.0,덕천로 95-9,202501~202701,연립주택,부산광역시 북구 덕천동 덕천로 95-9,10000
11024,부산광역시 수영구 남천동,32-13,32.0,13.0,,전세,72.54,202412,"13,900",5.0,2003.0,남천바다로22번길 11,202501~202701,연립주택,부산광역시 수영구 남천동 남천바다로22번길 11,21000
11044,부산광역시 연제구 연산동,621-19,621.0,19.0,,전세,71.98,202412,"15,000",5.0,2012.0,쌍미천로161번길 3,202501~202701,연립주택,부산광역시 연제구 연산동 쌍미천로161번길 3,20000
11058,부산광역시 금정구 장전동,504,504.0,0.0,,전세,45.257,202412,"7,000",5.0,2015.0,금샘로17번안길 21,202501~202701,연립주택,부산광역시 금정구 장전동 금샘로17번안길 21,6200
11110,부산광역시 사상구 감전동,288,288.0,0.0,,전세,59.43,202412,"10,000",5.0,2014.0,백양대로561번길 17-3,202501~202701,연립주택,부산광역시 사상구 감전동 백양대로561번길 17-3,11000
11116,부산광역시 해운대구 우동,261-1,261.0,1.0,,전세,74.9,202412,"8,000",2.0,1994.0,우동2로30번길 88,202412~202612,연립주택,부산광역시 해운대구 우동 우동2로30번길 88,74300
11145,부산광역시 연제구 연산동,1816-50,1816.0,50.0,,전세,53.42,202412,"8,000",2.0,1981.0,금련로42번길 13,202501~202701,연립주택,부산광역시 연제구 연산동 금련로42번길 13,8500
11158,부산광역시 북구 만덕동,924,924.0,0.0,,전세,84.71,202412,"11,000",4.0,1993.0,덕천로259번길 5,202501~202701,연립주택,부산광역시 북구 만덕동 덕천로259번길 5,17800
11201,부산광역시 남구 문현동,263-15,263.0,15.0,,전세,54.9,202412,"9,000",3.0,2003.0,수영로69번나길 18,202501~202701,연립주택,부산광역시 남구 문현동 수영로69번나길 18,10000
11263,부산광역시 수영구 광안동,131-32,131.0,32.0,,전세,29.32,202412,"10,000",2.0,2018.0,무학로52번길 45,202501~202701,연립주택,부산광역시 수영구 광안동 무학로52번길 45,13000
11315,부산광역시 수영구 민락동,Apr.34,34.0,4.0,,전세,20.36,202412,"7,600",5.0,2018.0,민락본동로11번길 42,202501~202701,연립주택,부산광역시 수영구 민락동 민락본동로11번길 42,9400
11319,부산광역시 서구 동대신동3가,207,207.0,0.0,,전세,46.62,202412,"6,500",5.0,2002.0,구덕로346번길 28,202412~202612,연립주택,부산광역시 서구 동대신동3가 구덕로346번길 28,4900
11445,부산광역시 연제구 연산동,581-6,581.0,6.0,,전세,71.17,202411,"13,000",3.0,1982.0,세병로24번길 31,202501~202701,연립주택,부산광역시 연제구 연산동 세병로24번길 31,13000
11446,부산광역시 연제구 연산동,1184-2,1184.0,2.0,,전세,33.46,202411,"10,000",2.0,2012.0,대리로5번가길 10,202412~202605,연립주택,부산광역시 연제구 연산동 대리로5번가길 10,15000
11516,부산광역시 북구 덕천동,318-3,318.0,3.0,,전세,74.64,202411,"14,000",2.0,2002.0,의성로73번길 31,202411~202611,연립주택,부산광역시 북구 덕천동 의성로73번길 31,18500
11518,부산광역시 동구 수정동,1176-2,1176.0,2.0,,전세,36.36,202411,"3,100",3.0,1962.0,수정공원남로 46,202411~202611,연립주택,부산광역시 동구 수정동 수정공원남로 46,5100
11528,부산광역시 영도구 청학동,69-81,69.0,81.0,,전세,63.81,202411,"6,000",3.0,2015.0,일산봉로 68-2,202501~202701,연립주택,부산광역시 영도구 청학동 일산봉로 68-2,13500
11538,부산광역시 사하구 하단동,604-36,604.0,36.0,,전세,56.94,202411,"15,000",4.0,2019.0,동매로23번길 12,202501~202701,연립주택,부산광역시 사하구 하단동 동매로23번길 12,18000
11597,부산광역시 남구 문현동,608-6,608.0,6.0,,전세,50.45,202411,"7,300",4.0,2002.0,전포대로110번길 31-10,202412~202612,연립주택,부산광역시 남구 문현동 전포대로110번길 31-10,15000
11613,부산광역시 금정구 남산동,Apr.91,91.0,4.0,,전세,43.4,202411,"7,000",2.0,1981.0,중앙대로 2061-9,202412~202612,연립주택,부산광역시 금정구 남산동 중앙대로 2061-9,10300
11652,부산광역시 북구 만덕동,861-1,861.0,1.0,,전세,57.63,202411,"7,000",3.0,1990.0,덕천로386번길 1,202411~202611,연립주택,부산광역시 북구 만덕동 덕천로386번길 1,7500
11672,부산광역시 연제구 거제동,747-4,747.0,4.0,,전세,17.705,202411,"6,100",4.0,2014.0,거제대로74번길 54,202412~202612,연립주택,부산광역시 연제구 거제동 거제대로74번길 54,12500
11676,부산광역시 부산진구 초읍동,513-32,513.0,32.0,,전세,83.43,202411,"10,000",3.0,1993.0,성지로94번길 133-18,202501~202701,연립주택,부산광역시 부산진구 초읍동 성지로94번길 133-18,10000
11704,부산광역시 수영구 광안동,122-26,122.0,26.0,,전세,20.55,202411,"10,000",2.0,2017.0,수영로610번길 66,202412~202612,연립주택,부산광역시 수영구 광안동 수영로610번길 66,9750
11730,부산광역시 해운대구 중동,971,971.0,0.0,,전세,51.03,202411,"10,000",1.0,1987.0,달맞이길62번길 7,202412~202612,연립주택,부산광역시 해운대구 중동 달맞이길62번길 7,58000
11846,부산광역시 연제구 연산동,21.Jan,1921.0,1.0,,전세,50.66,202411,"8,000",3.0,2003.0,연수로149번길 13,202412~202612,연립주택,부산광역시 연제구 연산동 연수로149번길 13,18500
11847,부산광역시 연제구 연산동,399-4,399.0,4.0,,전세,45.79,202411,"8,700",1.0,1982.0,과정로 234,202412~202612,연립주택,부산광역시 연제구 연산동 과정로 234,11000
11916,부산광역시 사하구 하단동,608-51,608.0,51.0,,전세,68.1,202411,"8,000",1.0,1980.0,하신중앙로 302,202411~202611,연립주택,부산광역시 사하구 하단동 하신중앙로 302,15000
11984,부산광역시 연제구 거제동,747-26,747.0,26.0,,전세,46.26,202411,"14,200",4.0,2015.0,거제천로23번길 13,202412~202612,연립주택,부산광역시 연제구 거제동 거제천로23번길 13,17500
11999,부산광역시 수영구 광안동,1056-12,1056.0,12.0,,전세,24.975,202411,"10,000",4.0,2017.0,연수로392번길 42,202412~202612,연립주택,부산광역시 수영구 광안동 연수로392번길 42,13900
12049,부산광역시 수영구 광안동,146-9,146.0,9.0,,전세,32.4,202411,"8,000",2.0,1997.0,수영로588번길 23,202501~202701,연립주택,부산광역시 수영구 광안동 수영로588번길 23,15000
12064,부산광역시 수영구 광안동,120-127,120.0,127.0,,전세,18.45,202411,"8,600",4.0,2016.0,수영로624번길 34,202412~202612,연립주택,부산광역시 수영구 광안동 수영로624번길 34,16000
12078,부산광역시 부산진구 부암동,320-73,320.0,73.0,,전세,59.01,202411,"7,500",3.0,1991.0,동평로131번길 86,202411~202611,연립주택,부산광역시 부산진구 부암동 동평로131번길 86,8000
